,media_id,favorites,coins,views,danmakus,media_tags,score,cm_count
599,869,142869,2816,1537415,43767,"['奇幻', '智斗', '推理']",9.5,506.0
600,623,159465,8397,2760076,109112,"['萌系', '搞笑', '日常', '漫画改']",9.8,1275.0
601,3668,143192,7914,1240107,41287,"['科幻', '冒险']",9.7,1403.0
602,253,143437,2834,3489126,110750,"['萌系', '科幻']",9.1,644.0
603,1855,143442,2032,2589227,48031,"['历史', '热血']",9.6,1126.0
604,1274,144880,6533,2486329,74718,"['科幻', '热血', '机战', '战斗']",9.7,1558.0
605,27342606,145197,7666,875197,31390,"['小说改', '科幻']",9.6,2247.0
606,3784,145232,7788,2292723,39298,"['萌系', '搞笑']",9.0,515.0
607,2610,145629,3251,6803434,280313,"['日常', '乙女']",9.0,193.0
608,5118,139135,6154,5552964,238650,"['恋爱', '乙女', '少女']",9.1,467.0
609,28220983,139042,5613,1419747,53934,['原创'],9.8,993.0
610,3540,139198,21738,1704582,33218,[],9.0,613.0
611,5066,139236,4795,5826419,93097,"['日常', '泡面']",8.7,327.0
612,3346,139286,301,58987,1304,"['奇幻', '战斗']",9.2,277.0
613,1097,139465,2330,1046991,52155,['日常'],9.0,383.0
614,3135,139503,5513,1402759,57993,['校园'],9.7,902.0
615,3374,139674,4770,963704,28982,['智斗'],9.5,370.0
616,1164,173686,2846,676238,29784,"['萌系', '日常', '少女', '治愈', '催泪']",9.7,676.0
617,102812,139708,4279,2109876,41284,"['乙女', '游戏改']",8.4,693.0
618,6007,139871,3747,2671693,37174,['机战'],9.3,522.0
619,1080,139882,2932,931901,66702,"['日常', '催泪', '原创']",9.6,997.0
620,5859,140006,5578,2000203,56237,['恋爱'],9.7,756.0
621,2804,140951,3475,787267,27832,"['催泪', '奇幻', '校园', '日常', '穿越']",8.6,570.0
622,2668,141017,5708,3174365,171785,['萌系'],9.8,1168.0
623,1193,132117,7322,4502965,140912,"['科幻', '热血', '机战']",9.7,1977.0
624,3275,132353,2793,1644174,64430,"['恋爱', '少女', '日常']",9.5,390.0
625,5794,132370,9041,4393614,63544,"['热血', '运动', '漫画改']",9.1,235.0
626,91972,132326,17575,7958749,77132,"['奇幻', '战斗', '魔法']",9.4,1147.0
627,5584,132734,10742,8260010,22683,"['热血', '奇幻', '魔法', '架空', '穿越', '冒险']",9.4,1448.0
628,1446,133054,3668,1137769,40215,"['搞笑', '日常']",9.8,1190.0
629,5787,133535,3069,2292773,48054,"['偶像', '音乐', '日常']",7.9,117.0
630,2321,133937,3582,1801175,111417,"['萌系', '少女', '魔法']",9.8,849.0
631,6430,134063,666,306659,4022,"['恋爱', '游戏改']",7.2,352.0
632,741,135101,957,362452,7359,['热血'],9.4,305.0
633,526,135469,2173,745651,20250,"['科幻', '音乐', '热血', '原创']",9.6,671.0
634,22940468,135905,28643,7185609,55700,"['漫画改', '校园', '运动', '社团']",9.7,2815.0
635,5520,136661,5361,2764604,41802,"['游戏改', '搞笑', '音乐', '穿越']",9.0,199.0
636,28222691,137067,5277,2596129,30824,"['原创', '热血', '科幻', '机战']",8.4,1207.0
637,1548,137364,3720,4616039,189631,"['热血', '校园', '社团', '战斗']",8.8,340.0
638,5537,127027,3734,1793844,7812,"['漫画改', '日常', '泡面']",9.1,253.0
639,2712,127047,5139,1964111,175085,"['萌系', '日常', '声控', '泡面', '历史']",9.6,586.0
640,1605,127099,2965,938833,50159,"['校园', '战斗', '热血', '小说改', '奇幻', '萝莉']",9.5,241.0
641,1106,127129,3082,3822019,24901,"['搞笑', '日常']",9.6,531.0
642,2597,127302,5981,750279,19309,"['日常', '治愈']",9.8,1138.0
643,5052,127455,709,391427,10015,"['奇幻', '战斗']",8.4,234.0
644,2721,127476,4368,3078199,76357,"['萌系', '战斗']",9.4,422.0
645,102172,127563,19347,961271,32634,['治愈'],9.7,2456.0
646,4341,128354,2488,1004450,24905,['少女'],9.3,331.0
647,118812,128441,17068,14893545,11248,"['小说改', '架空', '穿越']",9.4,1041.0
648,1633,128606,4392,5310945,144960,"['少女', '战斗', '热血', '声控', '奇幻', '日常', '架空', '穿越']",9.3,427.0
649,1520,128766,711,467121,31357,"['搞笑', '奇幻', '战斗', '校园']",9.1,310.0
650,24105504,128890,7737,2461415,11257,"['奇幻', '战斗', '游戏改']",9.5,1064.0
651,102032,128932,5847,2219659,28369,"['搞笑', '音乐', '偶像', '日常', '原创']",7.8,634.0
652,2655,129954,8111,673289,11006,"['校园', '治愈', '时泪', '催泪']",9.7,1486.0
653,1565,122697,3992,1797699,27213,"['科幻', '热血', '智斗']",9.8,1122.0
654,4446,122928,1955,678059,8735,[],9.6,1029.0
655,28222731,123035,3378,697577,12733,"['漫画改', '萌系', '运动', '社团', '校园']",8.9,411.0
656,3444,123164,1981,405201,4910,"['热血', '校园', '社团', '运动']",9.7,538.0
657,3474,123395,13981,5754536,495149,"['萌系', '日常', '声控', '泡面', '历史']",9.6,525.0
658,3790,123453,1111,1294538,8146,"['奇幻', '战斗', '日常', '架空', '穿越']",9.5,258.0
659,1666,123463,3806,1059161,67003,"['热血', '战斗', '奇幻']",9.5,425.0
660,3552,124020,3280,2466479,34008,"['奇幻', '日常']",9.3,473.0
661,3543,125157,3284,908414,21643,"['热血', '奇幻', '战斗']",9.2,434.0
662,5051,125711,18650,979813,61207,['催泪'],9.7,1879.0
663,767,125713,620,542264,7643,"['奇幻', '乙女', '游戏改']",8.5,227.0
664,3213,126122,7189,5099905,47520,"['日常', '泡面', '萌系']",8.9,235.0
665,1383,126141,705,267497,8592,"['日常', '少女', '治愈', '恋爱']",9.5,308.0
666,2820,126181,2376,536571,10468,"['治愈', '恋爱', '校园']",9.7,371.0
667,5999,119068,5993,1725336,26095,"['科幻', '原创']",9.0,341.0
668,4544,119088,4641,699345,17489,['治愈'],9.4,395.0
669,1448,119280,3100,771825,19461,"['时泪', '治愈', '奇幻']",9.7,787.0
670,1118,119639,1388,1123872,39603,"['历史', '少女', '恋爱']",9.2,201.0
671,5521,119839,5404,2052127,65287,"['搞笑', '原创', '音乐', '机战']",9.5,371.0
672,2729,119903,2412,3320390,33289,"['萌系', '日常', '奇幻']",8.4,117.0
673,6468,119904,7807,3326188,46118,"['科幻', '原创']",9.7,2090.0
674,5297,119924,3376,774695,23204,[],9.8,1279.0
675,102832,120178,2749,2365501,22928,"['乙女', '游戏改']",5.7,1397.0
676,1389,120903,3042,834010,84362,[],9.3,656.0
677,1836,120974,1270,286935,5312,"['奇幻', '热血', '架空', '冒险']",9.6,479.0
678,6268,121311,15201,10856058,165894,['搞笑'],9.7,902.0
679,4098,121475,7174,1228458,39883,['战斗'],8.8,623.0
680,131112,121541,3845,1356639,57622,"['小说改', '乙女']",9.5,669.0
681,2980,122302,1102,260972,572,"['热血', '奇幻', '战斗']",9.5,474.0
682,1921,112138,2366,1597180,69261,"['奇幻', '日常', '少女']",9.8,584.0
683,5792,112140,6423,1989016,17016,"['推理', '历史']",9.5,378.0
684,5692,112122,6847,5492906,180585,"['热血', '奇幻', '架空', '冒险']",8.3,774.0
685,3377,112249,4479,2552634,30318,"['萌系', '乙女', '泡面']",9.5,166.0
686,113132,120448,3205,476267,10080,"['奇幻', '日常', '治愈']",9.7,1202.0
687,5973,112894,6076,2684205,92625,"['音乐', '校园', '原创', '偶像', '声控']",9.4,531.0
688,10432,113359,3031,1318602,16303,['奇幻'],9.6,607.0
689,1607,113642,1386,602667,30374,"['校园', '热血', '小说改', '奇幻', '日常']",9.3,148.0
690,3476,113874,3012,1725161,24839,"['萌系', '校园', '少女', '魔法']",9.1,409.0
691,1722,115549,2632,1928026,86495,"['科幻', '热血', '机战', '战斗', '架空', '穿越']",9.4,662.0
692,3764,115951,3296,3294576,241691,"['奇幻', '神魔', '架空', '穿越']",9.5,259.0
693,3294,116054,128,64524,314,"['萌系', '日常']",9.1,148.0
694,5551,116077,4544,579395,24257,"['音乐', '校园', '恋爱', '社团']",9.6,1181.0
695,1519,116276,1103,7036585,115768,['泡面'],9.4,198.0
696,5269634,116852,3321,1985688,8962,"['音乐', '偶像', '原创']",8.2,295.0
697,1128,106587,547,201989,2102,"['奇幻', '架空']",8.9,142.0
698,1491,106722,4284,5716350,165633,"['历史', '奇幻', '少女']",8.9,450.0
699,22020937,107419,1389,739399,5911,"['漫画改', '搞笑', '冒险', '科幻']",7.4,790.0
700,4735,107709,1486,294409,2466,"['萌系', '漫画改']",9.7,586.0
701,1182,108095,4864,922312,45478,"['少女', '催泪', '校园', '恋爱']",9.7,1299.0
702,904,108335,1266,257274,4396,"['萌系', '奇幻', '日常', '治愈']",9.5,323.0
703,1811,108561,2780,1328086,44404,"['恋爱', '奇幻', '校园', '战斗']",8.7,290.0
704,5560,108627,5692,1951877,13973,"['萌系', '魔法', '日常', '泡面', '漫画改']",8.8,203.0
705,28220469,108910,2930,938564,34934,"['原创', '奇幻', '神魔']",9.7,681.0
706,4720,109024,2508,305995,4512,"['科幻', '战斗', '架空']",9.7,782.0
707,3502,109279,1276,1002400,50542,"['校园', '魔法']",9.5,218.0
708,1596,109460,1927,1876932,11494,"['搞笑', '泡面']",9.4,336.0
709,780,109525,1606,472787,18366,"['音乐', '治愈', '励志', '校园', '恋爱']",9.6,669.0
710,10212,110285,8283,3578179,26610,"['小说改', '恋爱', '校园']",9.5,467.0
711,3439,102401,36654,13883704,759305,"['萌系', '奇幻', '少女', '战斗']",9.2,283.0
712,2990,102457,4914,6215239,40231,"['萌系', '日常', '治愈']",9.4,155.0
713,5947,102503,4176,796123,13302,['少女'],9.1,732.0
714,109,102691,3706,2772183,90623,"['科幻', '热血']",9.6,490.0
715,6006,103032,2520,2306383,17909,['机战'],9.6,608.0
716,3475,103469,7885,3050554,440134,"['萌系', '日常', '声控', '泡面', '历史']",9.6,479.0
717,621,103507,5308,2523317,105722,"['萌系', '搞笑', '日常']",8.9,712.0
718,2771,103636,8634,4583396,108690,['日常'],9.7,240.0
719,2988,103707,3706,633203,9310,"['日常', '治愈', '搞笑']",9.7,1280.0
720,1410,103758,3165,1456592,59454,"['萌系', '日常', '治愈']",9.5,359.0
721,485,103812,1556,2650955,105926,"['科幻', '冒险']",8.3,300.0
722,4114,104229,11504,2066260,109413,['少女'],9.8,2930.0
723,2594,104773,5708,2296594,95116,"['音乐', '励志', '偶像', '少女']",9.3,434.0
724,130132,104791,9412,1676264,32425,['搞笑'],9.8,848.0
725,4375,99215,7500,3659642,118446,['运动'],9.6,1409.0
726,12472,99279,3365,1495616,8487,['原创'],9.5,836.0
727,523,99679,1732,534082,15934,"['萌系', '奇幻']",9.5,501.0
728,947,99815,2425,1276170,31902,"['奇幻', '科幻']",9.7,720.0
729,1964,100269,873,678455,13016,['奇幻'],9.2,187.0
730,1856,100618,2634,1072189,46422,"['萌系', '日常', '治愈']",9.6,627.0
731,110,100667,4511,2719175,27509,"['日常', '泡面', '治愈']",9.5,497.0
732,617,100970,3415,1362954,51670,"['少女', '运动', '校园', '热血', '催泪', '社团', '励志']",9.7,942.0
733,1196,101345,1203,715023,24717,"['奇幻', '热血']",9.3,232.0
734,4319,101349,2508,2809532,16787,"['萌系', '奇幻', '日常']",9.0,391.0
735,2091,101490,3034,1740376,76069,['搞笑'],9.5,587.0
736,6442,101616,2628,756798,8227,"['音乐', '偶像', '社团', '原创']",8.0,369.0
737,1910,101643,1956,447252,18051,['漫画改'],9.8,662.0
738,10192,101635,8192,1818530,35121,"['小说改', '恋爱', '校园']",9.5,633.0
739,760,96058,1870,1064598,59252,"['奇幻', '少女']",9.4,413.0
740,1594,96264,2317,2315521,16243,"['搞笑', '泡面']",9.3,291.0
741,3129,96330,1003,763260,15216,['奇幻'],8.6,149.0
742,4472,96473,1291,711713,12311,['战斗'],8.7,230.0
743,1653,96574,1533,700963,27294,"['热血', '冒险']",8.9,285.0
744,6161,97099,5266,3303802,186636,"['热血', '战斗', '励志', '架空', '冒险']",9.6,573.0
745,2034,97291,3803,9244356,14060,"['萌系', '搞笑', '泡面']",9.6,458.0
746,695,97488,733,908172,17309,"['科幻', '热血', '机战', '架空']",8.9,113.0
747,24662313,98190,3772,521637,4000,"['奇幻', '魔法']",9.0,642.0
748,865,98267,510,155218,2562,['奇幻'],7.8,274.0
749,2648,98325,8239,1038208,20932,"['奇幻', '治愈']",9.7,556.0
750,10292,98398,2578,949469,27329,"['少女', '战斗', '热血', '声控', '奇幻', '日常', '架空', '穿越']",9.4,312.0
751,3414,98720,508,179096,6629,"['奇幻', '架空', '冒险']",9.2,232.0
752,3858,98799,2648,1382774,21890,"['少女', '魔法']",9.6,587.0
753,1557,91024,395,2140717,23264,"['泡面', '推理', '神魔']",8.4,121.0
754,98612,91627,3180,726313,18598,"['日常', '治愈']",6.8,1586.0
755,13092,91695,5484,1455565,23883,['热血'],8.7,727.0
756,3224,92135,686,251693,5252,"['奇幻', '战斗', '架空', '冒险']",8.1,178.0
757,4374,92202,4233,3339167,77997,['机战'],9.6,950.0
758,4310082,92429,7425,2809388,74996,['机战'],4.7,6537.0
759,5351,92947,2843,904438,11664,['奇幻'],9.8,730.0
760,1476,92954,1786,1513633,96588,"['奇幻', '少女', '魔法']",9.4,275.0
761,3782,93001,3392,2345744,53627,"['恋爱', '校园']",9.5,383.0
762,4769,93419,1406,559047,18403,['治愈'],9.2,274.0
763,2238,93504,5874,2965443,130624,"['时泪', '搞笑', '日常', '热血', '校园', '励志']",9.8,1281.0
764,2277,93635,2729,1086813,86906,"['奇幻', '校园', '少女', '战斗']",9.7,882.0
765,2459,97348,3434,2354895,80369,"['科幻', '热血']",9.7,877.0
766,1422,94204,1124,205555,2245,"['日常', '治愈']",9.7,404.0
767,240,94330,5431,3774123,83693,"['日常', '热血', '校园', '美食', '社团']",9.8,1641.0
768,81232,86318,3539,783751,7365,"['热血', '校园', '社团', '运动']",9.7,844.0
769,28221611,86439,1084,123192,5188,"['小说改', '穿越', '奇幻', '搞笑', '冒险', '架空', '神魔']",9.7,967.0
770,5383,86472,19547,4675982,109914,"['热血', '战斗']",9.7,426.0
771,5454,86749,2026,1694051,15360,"['奇幻', '游戏改', '架空', '冒险']",9.6,322.0
772,1717,86810,8087,7984896,342957,"['热血', '奇幻', '战斗']",9.7,861.0
773,1568,86851,2063,2005862,21844,"['科幻', '热血', '智斗']",8.7,159.0
774,2683,87176,4185,1169252,98253,"['萌系', '校园', '运动', '小说改']",9.3,395.0
775,1204,87608,424,80157,2526,"['少女', '治愈']",9.4,401.0
776,1255,87861,684,317700,9431,['奇幻'],9.2,183.0
777,111,88164,657,2761698,115735,['奇幻'],8.0,188.0
778,1123,88882,3965,1732279,103694,"['奇幻', '热血', '架空', '冒险']",9.7,1045.0
779,78472,88875,19682,3629575,29619,"['搞笑', '时泪', '漫画改']",9.8,1307.0
780,514,89361,1360,431321,22702,"['日常', '治愈', '社团']",9.7,320.0
781,5456,89457,9266,1286862,34462,"['催泪', '治愈']",9.5,531.0
782,6243,89633,678,345269,18,"['小说改', '热血', '战斗']",6.7,520.0
783,3523,89991,4390,1936697,27542,"['奇幻', '少女', '架空']",9.8,533.0
784,594,84141,1234,670001,8602,['奇幻'],8.9,291.0
785,1405,84328,1680,555431,12379,"['奇幻', '热血']",9.7,658.0
786,2794,84387,7598,2940976,107887,"['萌系', '泡面', '日常']",9.5,200.0
787,78672,84433,7887,1196745,32259,[],9.0,1080.0
788,1538,84465,6613,4075929,116923,"['萌系', '少儿', '热血', '魔法']",8.8,252.0
789,81292,84788,5660,760618,20035,"['校园', '励志', '游戏改']",9.8,2232.0
790,1996,84814,2213,801151,37857,"['科幻', '催泪', '漫画改']",9.6,748.0
791,1233,84889,635,392130,8072,"['奇幻', '热血', '架空', '冒险']",8.6,179.0
792,4303,85084,2737,334902,347,[],9.5,420.0
793,2888,85109,834,727073,17897,['日常'],9.5,119.0
794,1155,85126,792,876499,11446,"['奇幻', '科幻', '热血', '声控', '战斗']",9.1,173.0
795,1925,85204,1280,275546,7968,"['日常', '少女']",9.0,291.0
796,1875,85226,1053,1336171,37444,"['萌系', '奇幻']",9.7,187.0
797,2907,80617,1045,350171,2965,"['奇幻', '少女']",9.4,260.0
798,28222659,80715,1730,551724,4190,"['原创', '校园', '音乐', '偶像']",8.5,166.0
799,1994,81107,1423,758275,20634,"['奇幻', '热血', '战斗']",9.5,311.0
800,6158,81157,4495,806250,30988,['职场'],9.5,596.0
801,233,81331,864,1671404,58151,"['科幻', '少女', '小说改', '架空']",8.7,281.0
802,78812,81457,2654,513196,13148,['科幻'],9.3,734.0
803,2098,81474,1102,496955,19260,"['奇幻', '热血', '战斗', '时泪']",9.4,224.0
804,3571,82024,1908,317136,7802,"['校园', '日常', '治愈', '励志']",9.7,702.0
805,6162,82265,3965,3890319,164614,"['热血', '战斗', '励志', '游戏改', '架空', '冒险']",9.6,540.0
806,1210,82323,1161,860939,23410,"['奇幻', '热血', '战斗']",8.9,162.0
807,1595,82342,1764,1696566,15758,"['搞笑', '泡面']",9.2,234.0
808,6075,82357,4158,778582,13922,"['少女', '魔法']",9.6,669.0
809,1295,82562,1951,1038182,73841,"['科幻', '机战']",9.1,480.0
810,1789,82736,4220,1041354,32822,['日常'],9.7,768.0
811,762,78179,3270,2362985,127554,"['历史', '声控', '乙女']",9.2,171.0
812,6183,78215,625,412370,1050,"['科幻', '战斗']",9.6,265.0
813,5938,78323,2404,2579781,27835,"['热血', '运动']",9.4,220.0
814,729,78472,6187,1523094,73985,"['日常', '热血', '励志', '职场', '漫画改']",9.8,1738.0
815,3798,78558,1141,830460,9195,['战斗'],9.5,301.0
816,80472,78612,4442,2668827,43213,"['机战', '科幻', '原创']",7.1,1022.0
817,3350,78666,2041,740841,15493,"['萌系', '搞笑', '日常', '泡面']",9.6,173.0
818,5489,78690,2744,594867,13629,['科幻'],9.6,875.0
819,2068,78852,1472,714188,24174,"['奇幻', '日常', '原创']",9.0,347.0
820,2271,78868,2703,1653870,36743,"['时泪', '热血']",9.7,327.0
821,2774,78933,3046,2439095,51566,"['热血', '奇幻', '战斗', '历史']",8.0,137.0
822,1765,79025,619,281585,3645,"['科幻', '热血']",9.1,202.0
823,5518,79527,5111,1304673,65696,"['漫画改', '校园', '社团', '运动']",9.3,251.0
824,3807,79721,1032,410603,8354,"['机战', '战斗', '架空']",8.3,594.0
825,2857,73731,2554,889141,14928,"['搞笑', '校园', '少女']",9.5,347.0
826,1127,73865,1429,847698,46762,"['奇幻', '少女', '热血']",8.7,270.0
827,3447,74489,1422,733325,14260,"['奇幻', '少女']",9.5,302.0
828,2416,74796,3128,2277748,88615,"['搞笑', '热血']",9.7,753.0
829,84,75508,2049,3171701,223090,"['搞笑', '日常', '美食']",9.2,371.0
830,728,75710,4583,1544324,75386,"['日常', '热血', '励志', '职场', '漫画改']",9.7,944.0
831,3396,75922,2416,902871,25381,['奇幻'],9.7,438.0
832,2791,75928,1773,1143610,26161,"['日常', '泡面', '科幻', '偶像']",9.0,103.0
833,89192,76027,768,351856,14419,"['音乐', '乙女']",9.7,184.0
834,4440,76192,1196,556241,10785,['恋爱'],9.5,198.0
835,1937,76203,765,245440,9292,"['日常', '校园']",9.1,163.0
836,3332,76327,1597,965255,78283,"['热血', '科幻']",9.7,433.0
837,5539,76525,7149,1708373,80951,"['漫画改', '校园', '社团', '运动']",9.2,194.0
838,3318,76691,5499,2294099,46723,"['萌系', '恋爱', '少女', '治愈']",9.7,777.0
839,24305517,76718,400,56557,2074,"['漫画改', '战斗', '历史']",9.7,118.0
840,1371,70638,482,432710,23409,"['奇幻', '热血']",9.2,181.0
841,4315702,70640,6968,1364586,10984,"['音乐', '治愈', '励志', '漫画改', '声控']",9.1,623.0
842,208,70772,4910,3238734,136922,"['时泪', '运动', '热血']",9.7,506.0
843,1141,71380,1048,468641,17360,"['日常', '少女', '治愈', '美食']",9.6,244.0
844,4779,71535,470,234515,2847,"['恋爱', '架空']",9.4,185.0
845,2866,71626,1485,1202924,14631,"['校园', '日常', '治愈']",9.7,276.0
846,3360,71658,1708,552343,24812,"['热血', '战斗']",9.5,381.0
847,27561630,72208,3194,786334,17945,"['小说改', '科幻', '架空', '智斗']",9.7,1232.0
848,25832466,72312,9982,1742887,26968,"['漫画改', '战斗']",9.6,1783.0
849,4378,72339,2784,2107400,65032,"['战斗', '架空', '冒险']",9.6,441.0
850,5581418,72954,6659,810336,16577,"['奇幻', '游戏改']",8.8,748.0
851,476,73026,296,72613,3208,"['搞笑', '科幻', '热血', '偶像']",9.2,445.0
852,3008,73223,5026,845925,16930,"['热血', '科幻', '时泪']",9.8,913.0
853,5424,66688,797,550157,24271,"['奇幻', '日常', '小说改', '声控']",9.6,439.0
854,1102,66715,644,519837,13741,"['奇幻', '热血']",8.6,179.0
855,10732,66883,6248,1275484,16581,"['恋爱', '校园', '原创']",9.7,1031.0
856,2204,67343,2594,1185554,52671,"['萌系', '搞笑', '热血', '奇幻', '战斗']",9.8,357.0
857,4216,67617,2573,427319,20518,['少女'],9.6,959.0
858,2021,67878,1309,859592,23647,"['催泪', '少女', '治愈', '奇幻', '偶像', '日常']",9.7,306.0
859,1250,67879,51,154431,342,"['奇幻', '科幻']",8.7,125.0
860,1434,68241,1368,145725,7297,"['萌系', '日常', '治愈']",9.4,250.0
861,4760,68259,1763,431105,25874,['治愈'],9.5,290.0
862,2656,68310,739,588517,16126,"['萌系', '奇幻', '魔法', '战斗', '游戏改']",9.2,190.0
863,2854,68691,678,258160,3815,"['热血', '奇幻', '架空', '穿越', '冒险']",9.8,429.0
864,5966,68758,3612,1960071,6459,"['偶像', '泡面']",9.4,182.0
865,1380,69061,7322,3502168,83340,"['科幻', '战斗', '热血', '智斗']",9.6,573.0
866,1308,69214,745,192299,7639,"['萌系', '奇幻', '少女']",9.7,246.0
867,5025,69564,5447,4178781,87028,['热血'],8.2,165.0
868,825,64039,200,90113,1315,"['历史', '奇幻', '热血', '战斗']",8.6,131.0
869,1749,64037,1719,1654112,29609,['萌系'],9.7,250.0
870,657,64244,539,169214,9756,['日常'],9.3,178.0
871,1590,64314,522,444527,13411,"['历史', '热血', '游戏改']",9.3,135.0
872,2070,64462,383,499578,13682,"['奇幻', '日常', '智斗', '推理']",8.4,124.0
873,1965,64573,1331,746854,21493,['奇幻'],9.4,271.0
874,658,64805,670,260187,6342,"['日常', '游戏改']",8.9,138.0
875,6164,64983,2181,1780463,82703,"['热血', '战斗', '励志', '架空', '冒险']",7.7,318.0
876,1374,65136,302,326576,9125,"['少女', '治愈']",8.5,176.0
877,4949,65178,1921,797970,32272,['萌系'],9.2,222.0
878,3364,65310,919,756530,24751,"['机战', '科幻', '战斗', '架空']",9.0,217.0
879,60212,106245,2351,486219,14773,"['奇幻', '少女']",9.6,729.0
880,1843,65994,915,394451,19005,"['日常', '少女']",9.0,196.0
881,1728,66024,2513,2630184,59543,['热血'],9.8,411.0
882,1221,61851,714,999473,30536,"['科幻', '热血', '机战']",8.7,125.0
883,3228,61922,1515,960099,16278,['奇幻'],9.6,176.0
884,1787,62002,1147,377364,8325,['奇幻'],8.8,299.0
885,5504,62221,4314,1384832,15060,"['萌系', '泡面']",9.4,100.0
886,5500,62291,3110,1199519,28791,['游戏改'],9.7,439.0
887,1015,62304,1055,461132,11462,"['运动', '治愈', '热血', '声控', '智斗', '社团', '励志']",9.7,579.0
888,1231,62312,675,178478,3445,"['奇幻', '日常', '热血', '推理']",9.4,271.0
889,28222687,62474,1891,451176,1503,"['原创', '少儿', '治愈', '萌系']",9.7,265.0
890,114452,62752,3634,385273,33742,"['社团', '运动']",9.7,817.0
891,28220788,62852,1152,316658,11698,"['游戏改', '奇幻', '魔法', '神魔', '恋爱', '校园']",9.0,217.0
892,1112,63016,1760,1253895,4606,"['时泪', '奇幻', '热血', '魔法', '神魔', '架空', '冒险']",9.7,339.0
893,134672,63269,2261,318783,3366,"['日常', '泡面', '萌系']",9.6,501.0
894,2855,63322,473,185597,2553,"['热血', '奇幻', '架空', '穿越', '冒险']",9.7,366.0
895,1423,63327,631,511249,10924,"['萌系', '奇幻', '日常']",8.8,109.0
896,1528,59495,966,2820010,37125,"['搞笑', '泡面']",9.1,166.0
897,78732,59511,1246,373169,12344,[],9.0,367.0
898,211,59555,3969,6319373,124411,"['时泪', '运动', '热血']",9.6,278.0
899,3075,59802,6726,640230,29692,"['搞笑', '日常', '校园', '萌系']",9.8,857.0
900,2776,59811,1071,567431,18232,"['智斗', '奇幻']",9.6,244.0
901,1271,59906,2207,752670,36010,"['奇幻', '治愈', '热血']",9.8,533.0
902,78532,59912,4899,1297237,3730,['漫画改'],9.6,497.0
903,473,59985,2514,1754242,59579,['奇幻'],9.5,257.0
904,135252,60080,8110,3229008,8905,"['萌系', '音乐', '偶像', '少女', '游戏改', '泡面']",9.7,1229.0
905,1166,60249,2796,687597,69757,"['日常', '校园']",9.7,526.0
906,5963,60208,3465,2844190,55507,"['偶像', '原创']",8.0,274.0
907,17,60614,1258,2185735,10890,"['萌系', '日常', '运动', '社团']",9.3,189.0
908,2299,61086,9593,18437432,183195,"['搞笑', '日常']",9.8,1184.0
909,1238,61136,1701,385269,14996,"['科幻', '少女']",9.8,694.0
910,82692,61218,4571,2098060,44943,['搞笑'],9.4,1062.0
911,1279,61260,467,382694,4289,['日常'],8.1,102.0
912,2593,56112,3226,1882735,25772,"['萌系', '搞笑', '日常', '校园']",9.3,235.0
913,6071,56374,1618,356947,2592,['战斗'],9.2,351.0
914,2470,56415,1815,1544592,38030,"['时泪', '搞笑', '热血']",9.5,302.0
915,3507,56574,818,593877,5387,"['萌系', '搞笑']",9.4,128.0
916,131532,106624,4186,371935,4710,"['催泪', '日常', '治愈', '励志']",9.7,842.0
917,951,56743,1350,427947,16784,"['日常', '少女', '治愈']",9.5,328.0
918,1928,56808,1763,504241,14123,['奇幻'],9.7,300.0
919,3236,56847,908,536804,3383,['日常'],9.2,146.0
920,992,56956,1556,832433,31057,"['搞笑', '少女', '治愈', '美食']",9.6,458.0
921,879,56963,1221,473791,18506,"['奇幻', '热血']",7.3,113.0
922,140692,57170,5636,557610,9569,"['热血', '战斗', '漫画改']",7.7,524.0
923,28220842,57375,3330,400902,10308,"['游戏改', '科幻', '恋爱', '声控']",7.9,831.0
924,643,57752,1983,2284676,94090,"['科幻', '音乐', '热血', '偶像']",9.6,295.0
925,4333,58079,1832,422571,5190,['恋爱'],9.7,588.0
926,475,58188,626,1336944,65248,['科幻'],8.6,169.0
927,1133,54559,825,740063,39654,['少女'],9.7,164.0
928,487,54772,787,1196557,51827,"['奇幻', '智斗', '推理']",9.3,117.0
929,71992,54980,9397,969869,34085,"['奇幻', '战斗', '布袋戏', '冒险']",9.7,2307.0
930,8712,55003,1500,551276,4923,['奇幻'],9.7,350.0
931,2012,55032,952,749536,29714,"['奇幻', '恋爱', '神魔', '少女', '战斗']",9.4,172.0
932,2038,55050,2236,3232621,504,"['萌系', '搞笑', '日常']",9.8,201.0
933,5391,55127,1862,849624,21832,"['奇幻', '战斗']",9.7,521.0
934,2425,55245,3907,2297744,174417,"['日常', '少女', '运动', '热血', '社团', '励志']",9.8,931.0
935,111892,55248,1621,598596,8369,"['战斗', '游戏改', '架空']",9.2,266.0
936,3532,55295,4933,3730938,66532,"['偶像', '少儿']",9.4,158.0
937,1793,55447,1732,787128,31000,"['搞笑', '日常']",9.7,395.0
938,2796,55615,2056,462263,16200,"['奇幻', '战斗', '少女', '少儿', '魔法']",9.4,201.0
939,4106,55740,829,1065213,1725,['萌系'],9.0,214.0
940,5758,51337,1550,921298,18247,[],9.4,147.0
941,4268,51437,2065,2693543,52417,['机战'],8.8,400.0
942,2480,51700,792,794360,21043,"['日常', '治愈']",9.7,133.0
943,4642,51805,307,74474,1132,['恋爱'],8.5,119.0
944,901,51820,635,1005617,72753,"['奇幻', '热血']",8.9,121.0
