media_id,title,favorites,coins,views,danmakus,media_tags,score,cm_count
2857,邻座的怪同学 OAD,73731,2554,889141,14928,"['搞笑', '校园', '少女']",9.5,347人评
2864,魔法科高校的劣等生 简单易懂的魔法科！,191212,1051,4029979,10825,"['校园', '搞笑', '战斗', '日常', '声控']",4.7,817人评
2866,圣诞之吻SS+ SP,71626,1485,1202924,14631,"['校园', '日常', '治愈']",9.7,276人评
2873,变形金刚大电影,17050,1261,505707,13604,"['热血', '机战', '战斗', '时泪']",9.6,214人评
2876,猫眼三姐妹,217271,3851,2322936,77676,"['热血', '少女', '时泪']",9.8,1218人评
2888,心之彼端2,85109,834,727073,17897,['日常'],9.5,119人评
2894,RWBY 第三季,192195,21070,8067057,158633,"['热血', '奇幻', '战斗']",9.4,781人评
2900,彩虹小马 小马国女孩3：友谊大赛,40685,469,279412,3625,['萌系'],9.7,337人评
2907,千子,80617,1045,350171,2965,"['奇幻', '少女']",9.4,260人评
2910,真实之泪,320813,10600,2388698,179616,"['校园', '治愈', '恋爱', '游戏改']",9.3,1976人评
2913,狼雨,33001,956,390344,18422,"['科幻', '时泪']",9.5,201人评
2923,狼的孩子雨和雪,259721,22981,1454313,42245,['治愈'],9.8,4058人评
2932,打工吧！魔王大人,1388052,92415,54149817,778867,"['日常', '小说改', '神魔', '职场', '架空', '穿越']",9.7,10622人评
2941,潜行吧！奈亚子F,155849,4383,2404727,33511,['少女'],9.7,424人评
2954,拽妹黛薇儿 第二季,15394,641,383343,12065,[],9.7,112人评
2980,BLACK CAT,122302,1102,260972,572,"['热血', '奇幻', '战斗']",9.5,474人评
2988,特别的她,103707,3706,633203,9310,"['日常', '治愈', '搞笑']",9.7,1280人评
2990,复活！小猫咪,102457,4914,6215239,40231,"['萌系', '日常', '治愈']",9.4,155人评
2993,绯弹的亚里亚,946427,36653,13883560,759302,"['热血', '奇幻', '校园', '战斗']",8.6,2153人评
2998,英国恋物语艾玛,43857,1003,559480,29039,"['恋爱', '治愈']",9.4,105人评
3008,星际牛仔 天国之扉,73223,5026,845925,16930,"['热血', '科幻', '时泪']",9.8,913人评
3046,莎拉公主,16077,354,185655,13157,"['少女', '日常', '治愈']",9.7,109人评
3054,游戏王 怪兽之决斗,360127,20564,9952616,261216,"['热血', '战斗', '奇幻']",9.8,4324人评
3068,Love Live! School Idol Project,1207791,77174,15944475,1687630,"['校园', '音乐', '偶像', '社团', '励志']",9.6,5793人评
3071,Love Live! School Idol Project（第二季）,622888,82683,20959897,1407271,"['校园', '音乐', '偶像', '社团']",9.7,4574人评
3072,晨曦公主,389101,13430,16959483,381912,"['少女', '奇幻', '架空', '冒险']",9.7,1947人评
3075,GJ部@,59802,6726,640230,29692,"['搞笑', '日常', '校园', '萌系']",9.8,857人评
3097,梦幻之星online2,212941,8292,5601551,131140,"['科幻', '奇幻']",8.3,211人评
3100,石膏男孩,222959,15653,6475565,202540,['搞笑'],8.7,356人评
3101,无头骑士异闻录×2 结,359062,31660,7981979,383452,"['奇幻', '日常', '声控']",9.4,1651人评
3107,赤发白雪姬 第二季,392565,26858,10174109,406583,"['奇幻', '少女', '架空']",9.6,1232人评
3115,黑之宣告,286877,8949,3878268,124905,"['机战', '战斗', '科幻']",7.4,519人评
3116,房东青春期！,387278,18529,13526523,99651,"['萌系', '日常']",9.2,992人评
3119,少女们向荒野进发,363326,15960,7321145,265144,['校园'],7.4,378人评
3120,粗点心战争,834218,54588,20255787,791957,"['日常', '搞笑', '美食']",9.1,2068人评
3129,简单易懂的现代魔法,96330,1003,763260,15216,['奇幻'],8.6,149人评
3135,归宅部活动记录,139503,5513,1402759,57993,['校园'],9.7,902人评
3145,神不在的星期天,305095,9379,2572578,99532,['架空'],9.3,1337人评
3151,异邦人 无皇刃谭,214503,12118,1308802,25386,"['热血', '战斗', '历史']",9.7,2085人评
3156,依巴拉度~时间篇,48843,1162,219690,2803,['治愈'],9.6,112人评
3213,大叔与棉花糖,126122,7189,5099905,47520,"['日常', '泡面', '萌系']",8.9,235人评
3220,隐之王,150141,1033,229448,7144,"['催泪', '奇幻']",9.2,399人评
3224,提亚拉之泪,92135,686,251693,5252,"['奇幻', '战斗', '架空', '冒险']",8.1,178人评
3228,RWBY 第一季【日语】,61922,1515,960099,16278,['奇幻'],9.6,176人评
3230,圣哥传,49018,2051,517400,14827,"['搞笑', '日常']",9.6,311人评
3236,矶部矶兵卫物语,56847,908,536804,3383,['日常'],9.2,146人评
3242,Little Busters!,408367,11983,3458647,144580,"['校园', '日常', '治愈', '励志']",9.7,1703人评
3248,江户盗贼团五叶,157407,3547,859205,38363,"['日常', '历史']",9.7,744人评
3254,东京糖衣巧克力,46963,892,188415,3614,"['少女', '日常', '治愈']",9.4,178人评
3258,四畳半神话大系,221393,8080,1414259,28094,"['日常', '治愈']",9.8,3449人评
3262,湾岸MIDNIGHT,20693,767,509941,20572,['热血'],9.6,162人评
3275,他和她的故事,132353,2793,1644174,64430,"['恋爱', '少女', '日常']",9.5,390人评
3284,银河英雄传说 我的征途是星辰大海,18370,793,445024,7537,"['热血', '科幻', '智斗', '声控', '冒险']",9.5,120人评
3294,魔法学园MA,116054,128,64524,314,"['萌系', '日常']",9.1,148人评
3297,历物语,410587,21695,6155157,83289,"['奇幻', '校园']",9.6,1231人评
3307,革命机Valvrave,184335,5933,3338591,145480,"['机战', '科幻', '战斗', '原创', '架空']",8.4,1235人评
3317,蜂蜜与四叶草,260223,5499,2294067,46723,"['萌系', '恋爱', '少女', '治愈']",9.7,1127人评
3318,蜂蜜与四叶草II,76691,5499,2294099,46723,"['萌系', '恋爱', '少女', '治愈']",9.7,777人评
3332,老虎和兔子,76327,1597,965255,78283,"['热血', '科幻']",9.7,433人评
3346,虫之歌,139286,301,58987,1304,"['奇幻', '战斗']",9.2,277人评
3350,佝偻猫 第一季,78666,2041,740841,15493,"['萌系', '搞笑', '日常', '泡面']",9.6,173人评
3351,佝偻猫 第二季,18720,2041,740844,15493,"['萌系', '搞笑', '日常', '泡面']",9.7,104人评
3360,道子与哈金,71658,1708,552343,24812,"['热血', '战斗']",9.5,381人评
3361,龙之界点,335303,5790,1919624,67998,"['奇幻', '战斗']",8.4,797人评
3363,怪谈餐厅,34373,835,409639,22884,"['奇幻', '校园', '日常']",9.6,148人评
3364,破刃之剑 剧场版,65310,919,756530,24751,"['机战', '科幻', '战斗', '架空']",9.0,217人评
3365,境界的彼方,2398718,102164,23364549,1125823,"['恋爱', '奇幻', '战斗']",9.4,10032人评
3374,魍魉之匣,139674,4770,963704,28982,['智斗'],9.5,370人评
3375,她与她的猫,839875,40711,7228648,68058,['治愈'],9.7,2957人评
3377,薄樱鬼 御伽草子,112249,4479,2552634,30318,"['萌系', '乙女', '泡面']",9.5,166人评
3395,×××HOLiC·笼 徒梦,47701,13564,5366907,307395,['奇幻'],9.7,573人评
3396,×××HOLiC 仲夏夜之梦,75922,2416,902871,25381,['奇幻'],9.7,438人评
3398,冰菓,3169519,218104,43053711,1962221,"['恋爱', '推理', '校园', '日常', '社团']",9.8,29010人评
3414,废弃公主,98720,508,179096,6629,"['奇幻', '架空', '冒险']",9.2,232人评
3419,野良神 OAD,190857,21593,6983683,203339,"['奇幻', '日常']",9.7,1122人评
3420,野良神 ARAGOTO OAD,275298,49370,9831518,297699,"['奇幻', '推理']",9.7,1814人评
3421,干物妹！小埋 OVA,452855,38258,10788843,274723,"['萌系', '校园', '日常', '治愈']",9.4,1372人评
3429,Charlotte SP,210373,22867,6353090,112125,"['奇幻', '校园']",9.7,1863人评
3433,异国迷宫的十字路口,190555,3178,991867,48570,"['萌系', '日常', '治愈']",9.6,647人评
3434,兽之奏者艾琳,21793,256,48573,1940,"['奇幻', '治愈']",9.6,162人评
3436,斩·赤红之瞳！ 爆笑小剧场,216710,9616,4748770,47024,"['小说改', '战斗', '治愈', '架空']",9.4,1117人评
3437,我的青春恋爱物语果然有问题。 第一季 OVA,321169,18180,4722341,95656,"['小说改', '恋爱', '校园']",9.7,2514人评
3439,绯弹的亚里亚 第一季 OVA,102401,36654,13883704,759305,"['萌系', '奇幻', '少女', '战斗']",9.2,283人评
3440,鬼灯的冷彻,1247846,30274,16338845,598870,"['日常', '神魔']",9.6,3437人评
3444,黑子的篮球 第3期 OVA,123164,1981,405201,4910,"['热血', '校园', '社团', '运动']",9.7,538人评
3446,夏目友人帐 OVA,376995,10562,2977247,42112,"['奇幻', '日常', '治愈']",9.7,2005人评
3447,赤发白雪姬 OVA 不值一提的宝物、这一页,74489,1422,733325,14260,"['奇幻', '少女']",9.5,302人评
3448,命运石之门 聪明睿智的认知计算,166999,4179,2276512,19670,['科幻'],9.7,955人评
3450,在下坂本，有何贵干？,4369228,538164,161890320,2701845,"['搞笑', '校园', '日常']",9.1,17392人评
3451,迷家,540449,34916,15627600,757949,['原创'],3.9,7666人评
3452,三者三叶,199130,11878,3354407,141528,"['萌系', '校园', '日常', '治愈']",9.4,611人评
3456,忍者终结者 SE,225739,12812,6392990,160652,"['热血', '奇幻', '战斗']",9.7,2034人评
3459,宇宙巡警露露子,209397,11961,5101183,97119,"['奇幻', '泡面']",9.6,1297人评
3461,Re：从零开始的异世界生活,4545317,767423,181035660,10464988,"['奇幻', '战斗', '励志', '小说改', '架空', '穿越']",9.1,26394人评
3464,学战都市Asterisk 第二季,1013832,79787,48697025,1020378,"['奇幻', '校园', '战斗', '架空', '冒险']",8.4,1788人评
3465,Concrete Revolutio 超人幻想 第二季,157301,10112,2635880,67822,"['热血', '奇幻', '战斗']",9.5,817人评
3466,魔笛MAGI 辛巴达的冒险,347589,13244,8485913,172932,"['奇幻', '战斗', '声控', '漫画改', '架空', '冒险']",9.5,621人评
3467,命运石之门 负荷领域的既视感,305586,38915,3842906,204544,"['科幻', '穿越']",9.8,4497人评
3470,吹响吧！上低音号 第一季 SP 吹奏部的日常,42480,276,642149,1642,"['校园', '社团', '少女']",9.5,255人评
3474,黑塔利亚 Axis Powers 第2期,123395,13981,5754536,495149,"['萌系', '日常', '声控', '泡面', '历史']",9.6,525人评
3475,黑塔利亚 World Series 第4期,103469,7885,3050554,440134,"['萌系', '日常', '声控', '泡面', '历史']",9.6,479人评
3476,魔法少女☆伊莉雅 OVA,113874,3012,1725161,24839,"['萌系', '校园', '少女', '魔法']",9.1,409人评
3477,魔法少女☆伊莉雅 2WEI! OVA,158605,3575,1861288,32873,"['少女', '战斗', '奇幻']",9.1,625人评
3481,我的朋友很少 OAD,167478,2011,2674635,33867,"['小说改', '社团', '少女', '日常']",9.0,300人评
3482,魔弹之王与战姬 SP 堤格尔君与战姬亲,35627,628,824994,3162,"['奇幻', '泡面', '架空']",8.8,137人评
3485,棺姬嘉依卡 OVA,33965,552,304082,6758,"['奇幻', '架空']",9.3,102人评
3486,笨蛋，测验，召唤兽  OVA,173289,11479,3662199,76701,"['搞笑', '校园', '社团', '日常']",9.7,1035人评
3488,加速世界 OVA2 加速的顶点,49042,1741,1096720,32985,"['热血', '机战', '战斗']",9.1,180人评
3489,Infinite Stratos 2,869512,18506,13979124,413263,"['校园', '战斗']",8.0,1296人评
3492,TARI TARI OVA,24465,1197,215962,3199,"['少女', '治愈']",9.6,259人评
3498,Anne Happy,381315,24647,5749102,270472,"['萌系', '校园', '日常']",9.5,1402人评
3499,影鳄 承,148188,7615,4567423,83507,['奇幻'],9.4,319人评
3502,魔女的使命 OVA,109279,1276,1002400,50542,"['校园', '魔法']",9.5,218人评
3505,我们大家的河合庄 SP,33234,564,882507,1064,['日常'],9.5,188人评
3507,未确认进行式 OVA,56574,818,593877,5387,"['萌系', '搞笑']",9.4,128人评
3514,花牌情缘 OAD,26203,727,351846,32380,"['热血', '运动', '少女', '校园', '社团']",9.2,121人评
3516,白色相簿2,645898,29829,6298894,439936,"['恋爱', '音乐', '校园', '偶像', '游戏改']",9.6,6584人评
3521,丹特丽安的书架 OVA 荆姬,18674,1332,363350,14205,"['奇幻', '战斗']",9.7,253人评
3523,晨曦公主 OAD,89991,4390,1936697,27542,"['奇幻', '少女', '架空']",9.8,533人评
3530,超时空要塞Δ,700468,49391,27565541,837356,"['机战', '科幻', '恋爱', '战斗', '原创']",8.8,1703人评
3532,美妙天堂  第三季,55295,4933,3730938,66532,"['偶像', '少儿']",9.4,158人评
3540,番剧茶会,139198,21738,1704582,33218,[],9.0,613人评
3543,青之驱魔师 剧场版,125157,3284,908414,21643,"['热血', '奇幻', '战斗']",9.2,434人评
3551,黑色残骸,211046,12349,7838026,179709,"['机战', '科幻', '战斗']",8.6,410人评
3552,幻想嘉年华 EX Season,124020,3280,2466479,34008,"['奇幻', '日常']",9.3,473人评
3553,幻想嘉年华 Special Season,141364,4326,2622126,50552,"['奇幻', '日常']",9.5,776人评
3564,超时空要塞F 虚空歌姬 前篇,20015,455,251183,4918,"['机战', '战斗']",9.5,131人评
3566,超时空要塞 ZERO,23313,488,318456,7295,"['热血', '科幻', '战斗']",9.6,124人评
3568,翠星之加尔刚蒂亚～遥远的巡回航路～,18220,748,350590,7224,"['机战', '科幻', '奇幻']",9.4,141人评
3571,Little Busters! EX,82024,1908,317136,7802,"['校园', '日常', '治愈', '励志']",9.7,702人评
3582,奇诺之旅 疾病之国 -For You-,12994,3801,1381328,42907,"['奇幻', '架空', '冒险']",9.4,116人评
3589,玻璃之花与崩坏的世界,222270,17385,2408372,43010,"['治愈', '架空']",9.0,655人评
3668,颠倒的帕特玛,143192,7914,1240107,41287,"['科幻', '冒险']",9.7,1403人评
3673,阿茹茉妮,51895,1798,526770,14938,"['奇幻', '治愈']",9.7,389人评
3745,初音岛II S.S.,48241,460,186495,4086,"['日常', '游戏改']",9.5,167人评
3750,校园迷糊大王 二学期,24164,2295,637457,28079,"['搞笑', '日常']",9.6,597人评
3751,校园迷糊大王 三学期,10942,3929,2124908,175242,"['搞笑', '校园']",9.6,181人评
3752,校园迷糊大王 一学期补习,9887,409,111787,1306,"['搞笑', '校园']",9.7,128人评
3756,百变小樱,1093465,70440,27017281,3065660,"['少女', '魔法']",9.8,10418人评
3757,女神异闻录3 剧场版 #2 Midsummer Knight's Dream,41583,3110,1199521,28791,"['科幻', '奇幻', '校园', '战斗']",9.4,166人评
3758,女神异闻录3 剧场版 #3 Falling Down,39203,3110,1199521,28791,"['科幻', '奇幻', '校园', '战斗']",9.5,160人评
3760,我的女神 剧场版,8542,639,118855,3040,"['奇幻', '时泪']",9.7,109人评
3764,今天开始做魔王 第一季,115951,3296,3294576,241691,"['奇幻', '神魔', '架空', '穿越']",9.5,259人评
3766,今天开始做魔王 第三季,29887,3296,3294662,241692,"['奇幻', '神魔']",9.6,125人评
3769,文学少女 今日的点心～初恋～,33319,1606,369731,23205,['校园'],9.2,118人评
3771,Candy☆Boy OVA,12356,4220,1041368,32822,[],9.6,183人评
3781,罪恶王冠 失落的圣诞节 an episode of port town,160847,3509,2920629,42892,"['战斗', '热血', '奇幻']",8.9,454人评
3782,青春之旅 OAD,93001,3392,2345744,53627,"['恋爱', '校园']",9.5,383人评
3783,AIR 剧场版,37907,958,312215,7685,"['奇幻', '日常', '治愈']",8.2,235人评
3784,魔法禁书目录 炭,145232,7788,2292723,39298,"['萌系', '搞笑']",9.0,515人评
3785,DRAMAtical Murder OVA,48153,1647,579440,24408,['奇幻'],9.7,286人评
3786,绝园的暴风雨,508813,20931,6200203,217385,"['奇幻', '推理', '战斗', '穿越', '冒险']",9.6,4607人评
3790,零之使魔～三美姬的轮舞～OVA,123453,1111,1294538,8146,"['奇幻', '战斗', '日常', '架空', '穿越']",9.5,258人评
3795,魔法少女奈叶 The MOVIE 2nd A’s,25186,3269,705711,24455,['魔法'],9.7,321人评
3797,未确认进行式 OAD,43825,818,593878,5387,"['恋爱', '日常']",9.3,159人评
3798,滑头鬼之孙 ～奴良组事始～,78558,1141,830460,9195,['战斗'],9.5,301人评
3803,史上最强弟子兼一 OVA,18360,617,234844,3122,"['战斗', '搞笑', '热血']",9.7,215人评
3807,破刃之剑,79721,1032,410603,8354,"['机战', '战斗', '架空']",8.3,594人评
3808,高智能方程式 DOUBLE ONE,12193,641,669247,11628,"['热血', '科幻']",9.6,142人评
3809,高智能方程式：ZERO,14235,786,801264,17453,"['热血', '运动', '时泪']",9.6,151人评
3810,高智能方程式：SAGA,13711,811,907097,17073,"['科幻', '运动', '时泪']",9.7,235人评
3811,高智能方程式：SIN,15784,1047,837372,15020,"['热血', '运动', '时泪']",9.7,274人评
3813,机巧魔神2,25354,189,72242,896,['机战'],9.2,137人评
3836,人类衰退之后 SP,11535,763,509619,5506,['少女'],9.7,152人评
3837,在盛夏等待 特别篇,28777,628,266010,2135,"['催泪', '恋爱', '科幻']",9.4,174人评
3838,头文字D Legend1 -觉醒-,49730,1287,1212155,22004,"['热血', '运动', '时泪']",9.6,137人评
3842,黑礁 特典小剧场,18448,585,604912,4789,['萌系'],9.6,150人评
3843,强袭魔女 剧场版,41486,845,386487,5269,"['热血', '科幻', '奇幻', '战斗']",9.6,216人评
3850,再见绝望先生 Blu-ray BOX化纪念话,23629,410,120765,1330,"['搞笑', '日常']",9.6,135人评
3851,潜行吧！奈亚子 OVA 温柔地解决敌人的方法,199801,2099,2335883,21202,['少女'],9.5,283人评
3858,魔卡少女樱 知世的影像活跃日记,98799,2648,1382774,21890,"['少女', '魔法']",9.6,587人评
3872,哆啦A梦 大雄的恐龙 2006,12617,499,107228,2250,"['机战', '时泪', '穿越', '冒险']",9.5,108人评
3883,哆啦A梦 大雄的人鱼大海战,18343,796,243621,5968,"['奇幻', '历史', '冒险']",9.6,115人评
3898,哆啦A梦 大雄的秘密道具博物馆,20756,906,371862,6015,"['奇幻', '时泪', '冒险']",9.5,152人评
3900,哆啦A梦 新·大雄与铁人兵团～振翅吧天使们～,18811,913,262625,6021,"['奇幻', '时泪']",9.7,212人评
3901,哆啦A梦 新·大雄的大魔境-贝可与5人探险队-,21113,1140,427205,14144,"['奇幻', '时泪', '冒险']",9.3,155人评
3902,哆啦A梦 大雄的宇宙英雄记,39897,3036,1622718,50868,"['奇幻', '时泪', '冒险']",9.2,233人评
3972,舞-乙HiME,9913,216,124841,4743,"['奇幻', '战斗']",9.5,110人评
3979,田中君总是如此慵懒小剧场,289639,4924,11873072,9582,['日常'],9.4,468人评
3990,飞翔的魔女 小剧场,47874,438,232157,563,['少女'],9.4,170人评
4015,机动警察 和平保卫战,18135,765,306712,5929,"['热血', '机战', '科幻']",9.8,190人评
4016,机动警察 东京毁灭战,22950,695,411906,4833,"['热血', '机战', '科幻']",9.6,136人评
4026,Re：从零开始休息时间,263921,28605,27364031,178013,"['小说改', '架空', '穿越', '冒险']",9.2,767人评
4032,心灵想要大声呼喊,267138,8782,706849,35220,"['校园', '治愈']",9.3,2496人评
4058,巴哈姆特之怒 GENESIS,321909,6942,2961085,85044,"['奇幻', '魔法', '神魔', '架空', '冒险']",9.4,1579人评
4067,寻找失去的未来,255952,3965,1525761,59955,"['校园', '穿越']",9.0,722人评
4070,元气囝仔,243502,9619,1941461,52040,['治愈'],9.8,2917人评
4098,尸者的帝国,121475,7174,1228458,39883,['战斗'],8.8,623人评
4106,为什么猫都叫不来,55740,829,1065213,1725,['萌系'],9.0,214人评
4108,苍穹之法芙娜EXODUS,33087,1257,381599,9114,"['机战', '战斗']",9.7,602人评
4114,少女与战车 剧场版,104229,11504,2066260,109413,['少女'],9.8,2930人评
4124,普通女高中生要做当地偶像,47933,1363,327900,14229,['偶像'],9.6,383人评
4125,普通女高中生要做当地偶像 OVA,8612,462,70976,1788,['偶像'],9.5,101人评
4148,第三飞行少女队,13120,930,209559,9228,"['科幻', '战斗', '架空']",9.5,109人评
4152,尽管如此世界依然美丽,455341,15738,3713415,128937,"['治愈', '少女', '漫画改', '架空']",9.6,2772人评
4155,玉子爱情故事,856482,81307,6021685,198903,"['校园', '少女', '恋爱']",9.8,8820人评
4187,約會大作戰 第二季 （僅限港澳台地區）,465051,4429,820483,67207,"['奇幻', '战斗']",8.6,2007人评
4194,钻石王牌 ～Second Season～,42207,4946,2046786,78542,['运动'],9.7,1045人评
4216,百合熊风暴,67617,2573,427319,20518,['少女'],9.6,959人评
4267,高达Reconguista in G,37573,798,623788,17846,['机战'],8.7,330人评
4268,高达创战者 TRY,51437,2065,2693543,52417,['机战'],8.8,400人评
4294,不才・秋山优花里的战车讲座,24465,1430,1262474,17413,[],9.4,201人评
4300,DEPTH OF FIELD ～ 爱与憎恨的剧场,149079,6703,2756402,50375,"['萌系', '搞笑', '校园']",9.3,472人评
4303,伏 铁炮娘的捕物帐,85084,2737,334902,347,[],9.5,420人评
4309,圣哥传 OAD,18052,795,430121,8241,['日常'],9.6,148人评
4319,魔法少女☆伊莉雅 2wei Herz! SP,101349,2508,2809532,16787,"['萌系', '奇幻', '日常']",9.0,391人评
4333,堀桑与宫村君,58079,1832,422571,5190,['恋爱'],9.7,588人评
4340,中二病也要谈恋爱！,2011987,202785,27319250,2319793,['恋爱'],9.6,10067人评
4341,旋风管家 CAN'T TAKE MY EYES OFF YOU,128354,2488,1004450,24905,['少女'],9.3,331人评
4351,中二病也要谈恋爱！恋 Lite,193788,5422,3099549,34832,"['恋爱', '奇幻', '战斗']",9.5,632人评
4367,魔法战争,305495,4393,3169705,106099,['战斗'],4.4,1999人评
4374,高达创战者,92202,4233,3339167,77997,['机战'],9.6,950人评
4375,钻石王牌,99215,7500,3659642,118446,['运动'],9.6,1409人评
4378,神奇宝贝 起源,72339,2784,2107400,65032,"['战斗', '架空', '冒险']",9.6,441人评
4382,當不成勇者的我，只好認真找工作（僅限港澳台地區）,242347,368,80910,3157,[],8.7,468人评
4388,机巧少女不会受伤,931646,27876,8841349,354294,['战斗'],8.8,2960人评
4398,南家三姐妹 夏日假期,31657,1732,447777,15346,"['萌系', '搞笑', '日常']",9.7,206人评
4400,弹丸论破,615100,21670,9146428,403147,"['推理', '校园']",9.1,2775人评
4404,热血少年,409998,9366,6306146,56168,['战斗'],9.5,1612人评
4440,恋旅～True Tours Nanto～,76192,1196,556241,10785,['恋爱'],9.5,198人评
4446,Code Geass 反叛的鲁路修 娜娜莉梦游仙境,122928,1955,678059,8735,[],9.6,1029人评
4447,小加速世界,27474,800,849082,7295,"['萌系', '搞笑']",9.1,113人评
4455,偶像大师 闪耀祭典,12719,558,170837,4824,"['偶像', '少女']",9.6,141人评
4472,永远之久远,96473,1291,711713,12311,['战斗'],8.7,230人评
4473,蟑螂娘,22281,802,431709,14113,['萌系'],9.2,267人评
4544,给桃子的信,119088,4641,699345,17489,['治愈'],9.4,395人评
4592,海底小纵队 第一季,9581,673,556198,15755,"['萌系', '奇幻']",9.6,131人评
4600,时光钟摆,9679,1500,83135,476,['治愈'],9.7,277人评
4642,祝福的钟声,51805,307,74474,1132,['恋爱'],8.5,119人评
4680,SD高达三国传 Brave Battle Warriors,47100,1673,756060,29003,"['机战', '历史']",9.5,285人评
4686,枪神剧场版,27308,836,273273,3344,['战斗'],9.8,222人评
4720,最终幻想VII：降临之子,109024,2508,305995,4512,"['科幻', '战斗', '架空']",9.7,782人评
4734,鹤屋和熏干酪,20289,394,70167,494,['萌系'],9.5,230人评
4735,小凉宫春日的忧郁,107709,1486,294409,2466,"['萌系', '漫画改']",9.7,586人评
4748,地狱天使,27736,1031,205928,14335,['奇幻'],9.2,102人评
4760,河童之夏,68259,1763,431105,25874,['治愈'],9.5,290人评
4769,剧场版 钢琴之森,93419,1406,559047,18403,['治愈'],9.2,274人评
4779,罗密欧与朱丽叶,71535,470,234515,2847,"['恋爱', '架空']",9.4,185人评
4926,大魔法峠,9297,302,92722,3751,['萌系'],9.7,123人评
4949,灼眼的夏娜炭,65178,1921,797970,32272,['萌系'],9.2,222人评
4953,银发的阿基多,17384,350,107563,3120,['战斗'],8.0,103人评
4970,苍之茧,37243,456,123565,1425,['科幻'],9.3,154人评
4990,天堂之吻,154200,2307,2252622,21257,['恋爱'],9.7,431人评
5017,食戟之灵 贰之皿,1969500,176019,71282553,1680908,"['热血', '美食']",9.3,4318人评
5018,初恋怪兽,644395,16244,10376958,784426,"['校园', '日常']",7.2,641人评
5020,Rewrite,1223608,76965,29399925,1010506,"['奇幻', '校园', '穿越']",8.4,2071人评
5021,亚尔斯兰战记 风尘乱舞,319379,10860,4574180,156404,"['热血', '战斗', '架空', '冒险']",9.0,495人评
5022,热诚传说X,1152338,56715,26645559,751570,"['热血', '奇幻', '战斗', '架空', '冒险']",8.1,1178人评
5025,智龙迷城X,69564,5447,4178781,87028,['热血'],8.2,165人评
5027,NEW GAME!,1024331,66779,18988893,794912,"['萌系', '日常']",9.5,3365人评
5029,天真与闪电,711207,38016,12379884,421984,"['日常', '治愈', '萌系']",9.5,1612人评
5031,Taboo Tattoo－禁忌咒纹－,719725,16397,13009468,299193,"['奇幻', '战斗']",4.0,1157人评
5033,男子高校生活,605458,17720,16120029,216725,"['校园', '日常', '泡面']",9.1,900人评
5038,月歌,410754,23545,8038741,510170,"['乙女', '音乐', '偶像']",9.6,1297人评
5039,OZMAFIA!!,167285,2402,2798403,29393,"['萌系', '日常', '泡面']",8.9,148人评
5041,Regalia 三圣星,260026,10972,3599988,114333,"['机战', '战斗', '架空']",8.5,280人评
5043,这个美术社大有问题！,1098162,103172,24028926,1006689,"['校园', '日常']",9.6,5990人评
5051,星之梦～星之人～,125711,18650,979813,61207,['催泪'],9.7,1879人评
5052,心靈代碼 QUALIDEA CODE（僅限港澳台地區）,127455,709,391427,10015,"['奇幻', '战斗']",8.4,234人评
5053,Ange Vierge,339086,5908,4093027,138845,"['奇幻', '战斗']",8.0,282人评
5056,弹丸论破3 -未来篇-,974104,37167,20359644,664747,"['热血', '智斗', '推理']",7.5,1649人评
5057,弹丸论破3 -绝望篇-,774068,37493,20108502,625120,"['热血', '校园', '智斗']",8.0,2270人评
5058,路人超能100(灵能百分百),2320019,159004,73811641,1160667,"['热血', '奇幻', '战斗']",9.7,14320人评
5059,棒球伙伴,49173,1885,801060,26125,"['运动', '治愈']",9.0,164人评
5062,Love Live! Sunshine!!,962463,54319,13698832,1052630,"['音乐', '偶像']",8.8,2350人评
5063,DAYS,193052,12433,7186698,224333,"['热血', '校园', '运动']",8.3,326人评
5066,屁屁吾郎,139236,4795,5826419,93097,"['日常', '泡面']",8.7,327人评
5069,齐木楠雄的灾难,1568437,159421,81577081,1152410,"['校园', '搞笑', '日常', '漫画改']",9.7,11520人评
5070,齐木楠雄的灾难（日播&精选版）,1356809,263649,189687020,1233724,"['奇幻', '校园', '泡面', '漫画改']",9.6,5623人评
5076,加速世界 Infinite Burst,199992,10612,3137059,127471,"['小说改', '恋爱', '战斗', '励志']",8.9,524人评
5118,吸血鬼骑士 Guilty,139135,6154,5552964,238650,"['恋爱', '乙女', '少女']",9.1,467人评
5125,温暖的印记,430374,18154,8479302,37275,['恋爱'],9.8,2903人评
5126,头文字D Legend3 -梦现-,26042,1105,1025221,13547,[],9.3,110人评
5127,我的妹妹小桃子,7360,416,75779,1648,"['校园', '励志']",9.7,115人评
5137,蒸汽男孩,48366,1651,270155,5440,[],9.3,328人评
5158,侦探学园Q,19475,235,99829,2579,['推理'],9.5,169人评
5177,魁!!库洛马迪高校,8593,379,175969,7218,['搞笑'],9.7,106人评
5239,剧场版「High☆Speed! -Free! Starting Days-」,165043,15543,1858192,158188,"['校园', '运动']",9.7,898人评
5255,喜剧,16567,502,83208,807,[],9.5,153人评
5281,网球王子,266308,17736,11527628,530141,"['校园', '运动', '奇幻']",9.7,1613人评
5297,千年女优,119924,3376,774695,23204,[],9.8,1279人评
5311,大都会,36000,1139,201471,3597,['科幻'],9.5,224人评
5351,吸血鬼猎人D,92947,2843,904438,11664,['奇幻'],9.8,730人评
5383,星际牛仔 SP,86472,19547,4675982,109914,"['热血', '战斗']",9.7,426人评
