position,salary,company_name,city,experience,education,company_type,company_scale
高级JAVA开发工程师（数据库）,1.8-2.4万/月,深圳市通用互联科技有限责任公司,深圳-南山区,无工作经验,本科,民营公司,50-150人
搜索开发工程师（java）,1.5-3万/月,深圳市海阔信息技术有限公司,深圳-福田区,3-4年经验,本科,民营公司,少于50人
Java高级开发工程师,1.2-3万/月,北京蓝卡科技股份有限公司,北京-海淀区,5-7年经验,本科,民营公司,150-500人
Java开发工程师,4.5-6千/月,海南中天衡科技开发有限公司,海口,2年经验,本科,民营公司,少于50人
Java 开发工程师,0.3-1万/月,南京科沃信息技术有限公司,南京-江宁区,2年经验,本科,民营公司,50-150人

JAVA开发工程师(J10527),0.8-1.2万/月,四川生活家家居集团有限公司,成都,3-4年经验,本科,民营公司,1000-5000人
Java中级开发工程师,7-8.5千/月,四川东方物流有限公司,成都-金牛区,3-4年经验,本科,民营公司,150-500人
高级Java开发工程师,1.5-2.5万/月,珠海市魅族科技有限公司,珠海,3-4年经验,本科,民营公司,1000-5000人
高级Java开发工程师&架构师,2-3.5万/月,魅族科技（中国）有限公司深圳分公司,深圳-南山区,5-7年经验,本科,民营公司,150-500人
Java高级开发工程师,1-1.2万/月,云南嵩辉供应链管理有限公司,昆明-呈贡区,3-4年经验,本科,创业公司,少于50人
软件工程师/Java,1.2-1.8万/月,钛能科技股份有限公司,南京-浦口区,3-4年经验,本科,民营公司,150-500人
高级JAVA开发工程师/技术专家,1.2-1.6万/月,安徽科麦斯物联网科技有限公司,合肥-高新区,5-7年经验,本科,民营公司,少于50人
Java开发工程师,1-1.5万/月,青岛诺亚信息技术有限公司,青岛-城阳区,3-4年经验,本科,民营公司,50-150人
Java开发工程师,2.5-3万/月,深圳市迪辉商业软件技术有限公司,深圳-福田区,无工作经验,招2人,民营公司,少于50人
Java开发工程师,4.5-6千/月,中鹏达软件技术（深圳）有限公司,梅州,2年经验,大专,民营公司,少于50人
Java开发工程师,5-8千/月,武汉英卡科技有限公司,武汉-洪山区,3-4年经验,大专,民营公司,50-150人
教育政务平台诚聘Java高级开发工程师,1-1.8万/月,南京微研网络科技有限公司,南京-秦淮区,3-4年经验,本科,民营公司,50-150人
高级JAVA工程师,2-2.8万/月,火间（上海）网络科技有限公司,上海-黄浦区,3-4年经验,本科,合资,150-500人
Java开发工程师,15-30万/年,深圳市理邦精密仪器股份有限公司,深圳,无工作经验,本科,民营公司,1000-5000人
JAVA开发工程师（业务方向）(J10004),2-4万/月,北京伊电园网络科技有限公司,杭州-余杭区,5-7年经验,大专,民营公司,1000-5000人
Java开发工程师,1.3-1.6万/月,深圳鹏开信息技术有限公司,深圳-罗湖区,无工作经验,招3人,民营公司,1000-5000人
Java开发工程师,0.6-1.2万/月,海顺供应链有限公司,沈阳-大东区,3-4年经验,本科,民营公司,50-150人
基于JAVA的WEB程序开发骨干教师,0.8-1万/月,江西软件职业技术大学,南昌,无工作经验,本科,非营利组织,150-500人
Java开发工程师,0.4-1.5万/月,广州市健坤网络科技发展有限公司,广州-天河区,2年经验,本科,国企,50-150人
Java开发工程师,0.8-1万/月,西安新普融通新能源汽车销售服务有限公司,西安-雁塔区,无工作经验,招1人,民营公司,50-150人
资深Java工程师（Java组长）,2.5-3.5万/月,小蚁科技,上海-浦东新区,5-7年经验,本科,外资（非欧美）,150-500人
Java中级开发工程师,0.9-1万/月,宁波海曙美之术医疗美容诊所有限公司,宁波-海曙区,2年经验,本科,民营公司,150-500人
Java开发工程师,10-15万/年,合肥科飞视觉科技有限公司,合肥-高新区,3-4年经验,大专,民营公司,50-150人
Java开发工程师,1-1.5万/月,中青联盟大数据研究（北京）有限公司,北京-朝阳区,3-4年经验,本科,合资,少于50人
Java/PHP开发工程师,0.6-1.2万/月,广州华工弈高科技有限公司,广州,3-4年经验,大专,民营公司,50-150人
Java开发工程师,6-8千/月,江苏智行未来汽车研究院有限公司,南京-江宁区,1年经验,本科,民营公司,少于50人
JAVA工程师G00015,0.6-1万/月,北京淳中科技股份有限公司,北京,1年经验,本科,上市公司,150-500人
Java高级开发工程师,1.5-2万/月,苏州金瑞阳信息科技有限责任公司,苏州-工业园区,无工作经验,本科,民营公司,50-150人
Java工程师,1.5-3万/月,卫盈联信息技术（深圳）有限公司,深圳-南山区,5-7年经验,本科,外资（非欧美）,500-1000人
Java工程师-1,0.8-1万/月,昆明联诚科技股份有限公司,昆明,3-4年经验,本科,上市公司,150-500人
Java开发工程师（后端）,0.6-1万/月,智云桥信息技术成都有限公司,成都-高新区,1年经验,大专,创业公司,少于50人
Java项目讲师,6-8千/月,达内时代教育集团贵州分公司,贵阳,无工作经验,招若干人,上市公司,1000-5000人
Java高级开发工程师,1.5-1.8万/月,深圳市佳创视讯技术股份有限公司,武汉-洪山区,5-7年经验,大专,民营公司,150-500人
JAVA物联网工程师,0.8-1.5万/月,重庆品胜科技有限公司,重庆,2年经验,本科,民营公司,150-500人
Java开发工程师-银行上班,0.8-1万/月,广东鸿联九五信息产业有限公司,重庆-渝北区,3-4年经验,大专,国企,10000人以上
Java后台开发工程师,1.5-2万/月,深圳市晨雨消费养老服务有限公司,北京-丰台区,5-7年经验,本科,合资,少于50人
Java 游戏服务器程序员,0.8-1万/月,成都指巅科技有限公司,成都-高新区,1年经验,大专,民营公司,50-150人
Java开发工程师 (职位编号：001),0.5-1万/月,厦门日华科技股份有限公司武汉分公司,武汉-江岸区,2年经验,本科,民营公司,150-500人
Java高级开发工程师,1-1.5万/月,中科软科技股份有限公司,上海-静安区,无工作经验,本科,民营公司,1000-5000人
Java讲师,6-8千/月,合肥宏晶微电子科技股份有限公司,合肥,1年经验,本科,上市公司,50-150人
Java开发工程师,1-1.5万/月,南京学府翻译有限公司,南京-雨花台区,3-4年经验,本科,民营公司,150-500人
Java开发工程师,6-8千/月,河南云之谷信息科技有限公司,郑州-郑东新区,2年经验,大专,民营公司,50-150人
Java开发工程师,0.7-1万/月,广州市宝思信息科技有限公司,广州-黄埔区,1年经验,本科,民营公司,50-150人
Java高级开发工程师,1.5-3万/月,江苏�腙仔畔⒖萍加邢薰�司,南京-鼓楼区,5-7年经验,大专,民营公司,50-150人
Java开发工程师,0.9-1.5万/月,广州京穗科技有限公司,广州-天河区,无工作经验,招1人,民营公司,少于50人
Java开发工程师,3-6千/月,宁夏英立软件科技有限公司,银川,无工作经验,本科,民营公司,少于50人
Java开发工程师,1-1.8万/月,万帮新能源投资集团有限公司,常州-武进区,2年经验,招2人,民营公司,1000-5000人
JAVA工程师,5.5-8千/月,云南友脉投资有限公司,昆明-五华区,3-4年经验,大专,民营公司,1000-5000人
Java开发工程师,0.8-1万/月,湖南潇湘支付有限公司,长沙-芙蓉区,无工作经验,大专,国企,50-150人
Java开发工程师,0.8-1万/月,山东蚁动网络科技有限公司,济南-高新区,2年经验,大专,民营公司,50-150人
JAVA程序员,6-8千/月,柳州泰姆预应力机械有限公司,柳州,2年经验,大专,民营公司,50-150人
Java开发工程师,1-2.5万/月,中嘉仁和科技（北京）有限公司,上海-浦东新区,3-4年经验,本科,外资（非欧美）,少于50人
Java开发工程师,1-1.5万/月,杭州咪麦科技有限公司,杭州-余杭区,3-4年经验,大专,民营公司,少于50人
Java开发工程师,1-1.5万/月,深圳市德科信息技术有限公司,杭州-滨江区,2年经验,本科,民营公司,1000-5000人
JAVA软件工程师,0.8-1.2万/月,杭州东方通信软件技术有限公司,杭州,2年经验,本科,国企,150-500人
Java开发工程师,0.8-1.6万/月,北京中榕建工程造价咨询有限公司,福州-鼓楼区,2年经验,本科,民营公司,150-500人
Java开发工程师,4.5-6千/月,河南众源系统工程有限公司,郑州,无工作经验,大专,民营公司,少于50人
JAVA工程师（后端）,1-1.5万/月,北京德和顺天科技有限公司,上海-长宁区,3-4年经验,大专,民营公司,150-500人
Java开发工程师,6-9.9千/月,浙江万方软件有限公司,嘉兴,2年经验,大专,民营公司,50-150人
Java开发工程师,1-3万/月,深圳礼意久久网络科技有限公司,深圳-光明新区,3-4年经验,大专,民营公司,150-500人
Java开发实习生,3-5千/月,广州市启胜物业管理有限公司,广州-天河区,无工作经验,本科,外资（非欧美）,500-1000人
Java高级开发工程师,1.5-2.5万/月,深圳市松堡王国家居有限公司,深圳-南山区,3-4年经验,本科,民营公司,1000-5000人
游戏服务器JAVA高级工程师,1.5-2万/月,成都虎娱科技有限公司,成都-高新区,3-4年经验,本科,创业公司,少于50人
Java中级开发工程师,1-1.5万/月,北京泛鹏天地科技股份有限公司,广州-天河区,2年经验,本科,民营公司,500-1000人
Java高级开发工程师,1.6-2.2万/月,深圳市飞梦企业服务有限公司,深圳-南山区,5-7年经验,本科,民营公司,150-500人
JAVA开发工程师(小翼) (职位编号：000761),1.5-2.5万/月,春秋航空股份有限公司,上海,3-4年经验,本科,民营公司,5000-10000人
Java开发工程师,5-8千/月,领积信息技术（广州）有限公司,广州-番禺区,2年经验,大专,民营公司,50-150人
高级Java开发工程师(J12444),2-3万/月,北京传智播客教育科技有限公司,北京-昌平区,无工作经验,招1人,民营公司,1000-5000人
Java中级开发工程师（山东vivo南京）,6-8.5千/月,江苏百胜电子有限公司,南京-建邺区,1年经验,招1人,民营公司,10000人以上
Java开发工程师,1-1.5万/月,传智播客教育集团郑州分校,郑州,3-4年经验,大专,民营公司,1000-5000人
Java开发工程师,0.8-1万/月,大连恒智科技发展有限公司,大连-沙河口区,2年经验,大专,民营公司,50-150人
Java开发工程师,5-9千/月,电子科大科园股份有限公司,成都-成华区,2年经验,本科,民营公司,150-500人
Java讲师+上市公司+五险一金,6-8千/月,昆明童程童美教育信息咨询有限公司,昆明-官渡区,无工作经验,大专,上市公司,10000人以上
高级JAVA软件开发师/工程师,0.5-1.5万/月,重庆若谷信息技术有限公司,重庆,5-7年经验,大专,民营公司,少于50人
JAVA后端工程师,4-6千/月,四川靓固科技集团有限公司,绵阳,2年经验,大专,民营公司,500-1000人
JAVA开发实施,0.6-1万/月,上海统御信息科技有限公司武汉分公司,武汉-东湖新技术产业开发区,2年经验,大专,国企,少于50人
Java开发工程师,4-6千/月,广州卓策科技有限公司,广州-荔湾区,2年经验,大专,民营公司,50-150人
Java开发工程师,15-20万/年,成都民航空管科技发展有限公司,成都-武侯区,无工作经验,招5人,国企,150-500人
Java开发工程师,7-9千/月,杭州瑞祁广智信息技术有限公司,杭州-江干区,1年经验,大专,民营公司,少于50人
Java开发工程师(北京),1.5-3万/月,中建电子商务有限责任公司,北京-海淀区,3-4年经验,大专,国企,50-150人
Java开发工程师,0.6-2万/月,中通服网络信息技术有限公司,昆明-盘龙区,1年经验,招20人,国企,150-500人
终端Java软件工程师,1-1.5万/月,上海寺冈电子有限公司,上海-徐汇区,1年经验,本科,外资（非欧美）,150-500人
Java高级开发工程师,2-2.5万/月,星河产业集团,深圳-龙岗区,3-4年经验,本科,民营公司,150-500人
Java开发工程师,0.6-1万/月,上海睿芽教育科技有限公司,郑州-高新区,3-4年经验,招5人,民营公司,50-150人
高级Java开发工程师,0.8-1万/月,上海宏力达信息技术股份有限公司哈尔滨软件研发中心,哈尔滨-南岗区,5-7年经验,本科,合资,50-150人
Java开发工程师,10-15万/年,广州通达汽车电气股份有限公司,广州-白云区,2年经验,本科,上市公司,1000-5000人
Java中级开发工程师,6-8千/月,大连瑞铁信息技术股份有限公司,大连-中山区,3-4年经验,招若干人,民营公司,50-150人
Java高级开发工程师,1.5-2.5万/月,广州市蓝海鲨科技有限公司,广州-天河区,无工作经验,招2人,创业公司,50-150人
JAVA实习生,1.5千以下/月,成都益东成科技有限公司,成都-武侯区,无工作经验,大专,民营公司,少于50人
Java开发工程师,6-8千/月,合肥亿图网络科技有限公司,合肥-经开区,2年经验,大专,民营公司,50-150人
Java开发工程师,0.5-1.2万/月,杭州点赢网络科技有限公司,杭州-西湖区,1年经验,本科,民营公司,少于50人
Java,0.6-1.2万/月,济南方盈网络科技有限公司,济南-高新区,3-4年经验,大专,民营公司,少于50人
Java工程师 (职位编号：000490),1-1.5万/月,湖南御泥坊（御家汇）化妆品有限公司,长沙,3-4年经验,本科,上市公司,1000-5000人
游戏服务端Java开发工程师,0.8-1万/月,云南览易网络科技有限责任公司,昆明,无工作经验,招10人,民营公司,少于50人
Java开发工程师,0.8-1万/月,江苏日创信息科技有限公司,扬州,无工作经验,招2人,民营公司,少于50人
JAVA,1-1.5万/月,北京汇才一品管理咨询有限公司,北京,3-4年经验,本科,民营公司,少于50人
Java Web 开发工程师,1.2-1.6万/月,上海博登信息科技有限公司,郑州-金水区,3-4年经验,大专,民营公司,150-500人
