position,salary,company_name,city,experience,education,company_type,company_scale
Java高级开发工程师,1.4-2万/月,广州市汇尚网络科技有限公司,上海,3-4年经验,本科,民营公司,150-500人
java通信工程师,2-2.5万/月,苏州慧运智能科技有限公司,昆山,5-7年经验,本科,民营公司,150-500人
高级JAVA后台开发,1.5-2.5万/月,深圳筑龙信息技术有限责任公司,深圳-福田区,3-4年经验,本科,民营公司,150-500人
Java软件工程师,4-8千/月,上海夏尔软件有限公司,上海-青浦区,1年经验,本科,上市公司,500-1000人
Java开发工程师,0.8-1万/月,电讯盈科 西安,西安,1年经验,本科,外资（非欧美）,10000人以上
Java开发工程师,15-25万/年,瑞仕格（上海）商贸有限公司,上海-浦东新区,无工作经验,本科,上市公司,500-1000人
java软件开发工程师,0.8-1.6万/月,创颖峻网络科技（深圳）有限公司,广州,3-4年经验,本科,外资（非欧美）,500-1000人
Java开发工程师,0.6-1万/月,无锡源石云科技有限公司,无锡-无锡新区,2年经验,大专,民营公司,150-500人
Java高级开发工程师,0.7-1.2万/月,烟台云朵软件有限公司,烟台,3-4年经验,本科,民营公司,少于50人
高级JAVA开发工程师,1.5-2万/月,广州奥凯信息咨询有限公司,广州,8-9年经验,大专,民营公司,150-500人
JAVA后端开发工程师,0.6-1万/月,杭州西软信息技术有限公司,杭州,1年经验,本科,民营公司,150-500人
Java开发工程师（两年及以上）,0.8-1万/月,北京中电信联科技发展有限公司,北京-西城区,2年经验,大专,民营公司,50-150人
Java开发工程师,20-30万/年,国家超级计算深圳中心（深圳云计算中心）,深圳,2年经验,本科,事业单位,150-500人
Java开发工程师,0.5-1.5万/月,广东润石信息技术有限公司,广州-天河区,2年经验,本科,民营公司,50-150人
java高级开发工程师,1.5-2.5万/月,北京思特奇信息技术股份有限公司浙江分公司,杭州,无工作经验,招2人,上市公司,1000-5000人
Java工程师 (职位编号：CRB004663),1-1.5万/月,华润雪花啤酒（中国）有限公司,成都-高新区,无工作经验,本科,外资（非欧美）,10000人以上
高级软件开发工程师（JAVA方向）,0.8-1.5万/月,广东省电子商务认证有限公司,广州,3-4年经验,本科,国企,150-500人
Java开发工程师,0.8-1.2万/月,广州阿凡提电子科技有限公司,广州,2年经验,招2人,民营公司,少于50人
高级JAVA工程师,1-1.5万/月,深圳市乐活天下股份有限公司,深圳-南山区,5-7年经验,大专,上市公司,150-500人
Java开发工程师（高级）,1.5-2万/月,浙江和仁科技股份有限公司,长沙,无工作经验,招若干人,上市公司,500-1000人
Java高级开发工程师,2-2.5万/月,深圳明�次镆导�团,深圳-福田区,8-9年经验,本科,民营公司,10000人以上
Java系统架构师,2-3.5万/月,深圳市艾龙技术有限公司,深圳-南山区,8-9年经验,本科,民营公司,50-150人
中高级Java 开发工程师,1.5-2万/月,深圳�N华实业股份有限公司,深圳-宝安区,3-4年经验,招2人,民营公司,少于50人
高级Java开发工程师,1.5-2.5万/月,杭州创金聚乾网络科技有限公司,杭州-西湖区,3-4年经验,本科,民营公司,150-500人
Java开发工程师,6-8千/月,上海建业信息科技股份有限公司,成都-高新区,1年经验,大专,上市公司,150-500人
Java开发工程师（服务器端）,1.3-1.7万/月,杭州晟元数据安全技术股份有限公司,杭州,5-7年经验,本科,民营公司,50-150人
Java开发工程师,6-8千/月,深圳市雅都软件股份有限公司,深圳-南山区,2年经验,本科,民营公司,50-150人
java开发工程师,1-2万/月,金运通网络支付股份有限公司上海分公司,上海-浦东新区,2年经验,本科,民营公司,50-150人
Java开发工程师（文广技术公司）,0.7-1.4万/月,厦门文广传媒集团有限公司,厦门,1年经验,本科,国企,500-1000人
Java高级开发工程师,1-1.2万/月,成都南天佳信信息工程有限公司,成都-高新区,5-7年经验,本科,民营公司,150-500人
JAVA中级工程师,0.7-1万/月,广州中昱医学生物科技有限公司,广州-黄埔区,2年经验,大专,民营公司,150-500人
java全栈工程师,0.8-1万/月,苏州德亚交通技术有限公司,苏州-工业园区,1年经验,本科,合资,150-500人
Java开发工程师,1-1.5万/月,上海科之锐人才咨询有限公司,南京,2年经验,大专,上市公司,5000-10000人
Java高级开发工程师,1-2.3万/月,深圳市广通软件有限公司,深圳-福田区,5-7年经验,大专,民营公司,150-500人
Java高级开发工程师,1.5-2万/月,广东名阳信息科技有限公司,佛山-南海区,无工作经验,大专,民营公司,50-150人
Java高级开发工程师,1-1.5万/月,南京鸿舟科技有限公司,南京-鼓楼区,3-4年经验,本科,民营公司,50-150人
Java工程师,0.5-1.2万/月,南京乐易为电子科技有限公司,南京-玄武区,2年经验,大专,民营公司,50-150人
java工程师（西安面试西安工作）,0.5-1万/月,上海中和软件有限公司,西安-高新技术产业开发区,2年经验,大专,合资,500-1000人
java/软件开发经理,15-30万/年,安吉智行物流有限公司,上海-杨浦区,5-7年经验,本科,合资,10000人以上
Java开发工程师,1-2万/月,南京中孚信息技术有限公司,南京-浦口区,无工作经验,本科,民营公司,150-500人
Java初级开发工程师,4.5-6千/月,广州中科旗信软件科技有限公司,广州-海珠区,无工作经验,大专,民营公司,少于50人
中级java服务端开发工程师,0.8-1.6万/月,苏州玩友时代科技股份有限公司,苏州-工业园区,2年经验,大专,民营公司,1000-5000人
Java软件开发工程师,0.8-1万/月,杭州柯林电气股份有限公司,杭州,1年经验,本科,合资,50-150人
Java开发（中级、高级）,0.7-1.1万/月,北京奥特美克科技股份有限公司,石家庄,3-4年经验,本科,民营公司,150-500人
Java开发工程师,0.8-1.5万/月,湖南由创科技有限责任公司,长沙-岳麓区,无工作经验,招3人,民营公司,150-500人
服务器后端Java软件工程师,1.5-2.2万/月,骧腾科技（深圳）有限公司,深圳-南山区,3-4年经验,本科,创业公司,少于50人
Java开发工程师,1-1.5万/月,重庆匠子空间文化传媒有限公司,重庆-渝中区,2年经验,大专,民营公司,50-150人
JAVA工程师,0.4-1万/月,宏太智慧谷・广州国硕信息技术有限公司,广州-天河区,1年经验,本科,民营公司,50-150人
JAVA工程师,1-1.5万/月,宏太智慧谷・广州业软科技有限公司,广州-黄埔区,2年经验,大专,民营公司,少于50人
JAVA后台开发工程师,1.2-2万/月,广州四三九九信息科技有限公司,广州,无工作经验,本科,民营公司,1000-5000人
Java高级程序员,0.8-1万/月,长沙创华软件开发有限公司,长沙,无工作经验,招3人,民营公司,少于50人
JAVA后台开发工程师（英语要求）,1.3-1.8万/月,上海客鹭信息技术有限公司,北京-东城区,3-4年经验,本科,民营公司,50-150人
Java高级讲师,2-3万/月,上海蜗兴科技有限公司,上海-浦东新区,5-7年经验,本科,民营公司,150-500人
Java开发工程师,5-8千/月,福建兴中正信息科技有限公司,福州-鼓楼区,1年经验,大专,民营公司,少于50人
Java开发工程师,0.6-1万/月,杭州心景科技有限公司,杭州-滨江区,2年经验,本科,民营公司,50-150人
java开发岗,1-1.5万/月,北京斯普信信息技术有限公司,北京-西城区,3-4年经验,本科,民营公司,150-500人
Java架构师,1.4-2万/月,陕西腾兮汇智企业管理有限公司,西安-雁塔区,8-9年经验,本科,民营公司,50-150人
Java中级开发工程师,1.2-1.8万/月,北京捷泰天域信息技术有限公司武汉分公司,武汉-武昌区,3-4年经验,本科,民营公司,150-500人
JAVA资深开发工程师,0.6-1万/月,江西佳铭特实业有限公司,南昌-青山湖区,3-4年经验,本科,民营公司,150-500人
Java资深开发工程师,1.2-1.8万/月,励元科技（上海）有限公司,上海-浦东新区,3-4年经验,本科,民营公司,150-500人
高级JAVA架构师,1-2万/月,江苏金盾检测技术有限公司,南京,无工作经验,招若干人,民营公司,50-150人
JAVA开发工程师,1-2万/月,深圳市潮流网络技术有限公司杭州分公司,杭州-西湖区,3-4年经验,本科,民营公司,150-500人
Java高级开发工程师,2-3万/月,上海鸿冠信息科技股份有限公司,上海-黄浦区,5-7年经验,大专,民营公司,150-500人
java开发工程师,0.8-1万/月,北京牛电信息技术有限责任公司,北京-朝阳区,无工作经验,本科,民营公司,500-1000人
Java开发工程师,1.8-2.5万/月,上海游驰网络技术有限公司,杭州-西湖区,3-4年经验,本科,民营公司,150-500人
Java开发工程师（张家港周边）,0.6-1.2万/月,蓝鸟科技,张家港,3-4年经验,本科,民营公司,150-500人
Java开发工程师,1-1.5万/月,深圳市科联汇通科技有限公司上海分公司,上海-浦东新区,3-4年经验,大专,民营公司,150-500人
Java开发,1-1.3万/月,中企网络通信技术有限公司,广州,3-4年经验,本科,合资,500-1000人
Java开发工程师,4.5-6千/月,南京慧立信息系统有限公司,南京-玄武区,1年经验,大专,民营公司,50-150人
Java高级开发工程师,1.5-2.5万/月,航天精一（广东）信息科技有限公司,广州,3-4年经验,本科,国企,150-500人
Java高级开发工程师,0.8-1.2万/月,重庆市中科控股有限公司,重庆,3-4年经验,本科,民营公司,150-500人
Java开发工程师,4-6千/月,贵州维讯信息技术有限公司,贵阳,无工作经验,本科,民营公司,50-150人
Java开发工程师（西安）,6-8千/月,广州以大计算机科技有限公司,西安-高新技术产业开发区,无工作经验,招若干人,民营公司,150-500人
Java开发工程师,1-2万/月,南京长江船服电子商务科技有限公司,南京-鼓楼区,3-4年经验,本科,民营公司,150-500人
Java资深开发工程师,1.5-2万/月,港澳资讯,上海-浦东新区,3-4年经验,本科,民营公司,500-1000人
高级java开发工程师,2.5-3.5万/月,金蝶集团上海管易云计算软件有限公司,上海-浦东新区,5-7年经验,本科,上市公司,150-500人
JAVA软件工程师/JAVA开发工程师,1.5-3万/月,江苏威尔普信息技术有限公司,苏州-高新区,3-4年经验,本科,民营公司,少于50人
Java开发工程师,1-2万/月,杭州小拇指汽车维修科技股份有限公司,杭州-江干区,3-4年经验,本科,民营公司,150-500人
中级Java开发工程师(J10400),1-1.5万/月,福建博思软件股份有限公司,福州,无工作经验,招若干人,民营公司,500-1000人
Java开发工程师,1-1.5万/月,深圳万威科技有限公司,深圳-南山区,3-4年经验,大专,民营公司,50-150人
JAVA软件工程师1-日语-常州新北,0.8-1.2万/月,上海提浜克企业管理有限公司,常州,无工作经验,招2人,合资,50-150人
Java中级开发工程师,1-1.5万/月,上海汇付锦翰信息技术有限公司,上海-徐汇区,3-4年经验,本科,民营公司,50-150人
JAVA软件开发工程师,0.6-1万/月,安徽百诚慧通科技有限公司,合肥,无工作经验,大专,民营公司,50-150人
Java开发工程师,0.7-1.2万/月,广州盛祺信息科技股份有限公司,广州-天河区,2年经验,本科,民营公司,50-150人
Java开发工程师,0.8-1万/月,广州三瑞医疗器械有限公司,广州-天河区,2年经验,本科,外资（非欧美）,150-500人
java软件研发工程师,6-8千/月,北京天宇威视科技股份有限公司,北京-海淀区,2年经验,本科,民营公司,50-150人
JAVA项目经理,0.8-2万/月,山东杰云信息科技有限公司,济南,3-4年经验,本科,民营公司,50-150人
JAVA工程师,0.8-1万/月,上海东利多餐饮管理有限公司,上海,1年经验,本科,外资（非欧美）,500-1000人
Java开发工程师,0.8-1.2万/月,北京慧博融信科技有限公司,佛山-顺德区,3-4年经验,本科,民营公司,1000-5000人
Java初级开发工程师,5-8千/月,福建天创信息科技有限公司,福州-闽侯县,无工作经验,本科,民营公司,50-150人
Java中级开发工程师,0.9-1.8万/月,上海树维信息科技有限公司,上海,3-4年经验,本科,民营公司,150-500人
Java软件工程师,0.6-1.2万/月,合肥赛为智能有限公司,合肥,2年经验,本科,上市公司,150-500人
Java高级开发工程师（出差）,2.5-4万/月,深圳市科睿互联网技术开发有限公司,深圳,5-7年经验,本科,民营公司,50-150人
JAVA开发工程师（计算所） (职位编号：11),0.5-1万/月,中国科学院云计算中心,东莞-松山湖区,1年经验,大专,事业单位,500-1000人
JAVA软件开发工程师,2-2.5万/月,恒大旅游集团,广州,3-4年经验,本科,民营公司,10000人以上
Java高级开发工程师,1-1.5万/月,成都大数汇聚科技有限公司,成都-高新区,2年经验,大专,民营公司,50-150人
高级JAVA开发工程师,0.8-1.6万/月,杭州三川国德物联网科技有限公司,长沙-天心区,3-4年经验,大专,民营公司,50-150人
行业BG-软件工程师（Java）,5-8千/月,科大国创软件股份有限公司,合肥-高新区,1年经验,本科,上市公司,1000-5000人
Java高级开发工程师,1-1.5万/月,杭州悦蓝泛娱科技股份有限公司,杭州-西湖区,无工作经验,招1人,民营公司,150-500人
JAVA开发,0.8-1.2万/月,商安信（上海）企业管理咨询股份有限公司,上海-宝山区,1年经验,本科,合资,50-150人
Java中级开发工程师,6.5-9千/月,北京思诺博信息技术股份有限公司,北京-朝阳区,3-4年经验,本科,合资,150-500人
java开发工程师,0.8-1万/月,武汉平行世界网络科技有限公司,武汉-汉阳区,3-4年经验,大专,民营公司,150-500人
JAVA中级软件工程师,0.8-1万/月,大宋餐饮管理有限公司,郑州-郑东新区,1年经验,大专,民营公司,150-500人
高级Java开发,1.5-2.5万/月,西安和硕物流科技有限公司,西安,无工作经验,招3人,民营公司,150-500人
服务端JAVA开发工程师,1.5-3万/月,深圳市智慧湾科技有限公司,深圳-南山区,5-7年经验,本科,民营公司,50-150人
Java软件工程师（中级）,0.7-1万/月,深圳市永兴元科技股份有限公司,深圳-福田区,1年经验,本科,民营公司,150-500人
Java开发经理,2-2.5万/月,上海吉睿信息科技有限公司,上海-宝山区,5-7年经验,本科,民营公司,少于50人
Java开发工程师,1.2-2万/月,深圳市极点信息科技有限公司,深圳-南山区,3-4年经验,本科,民营公司,50-150人
初级java工程师,5-8千/月,四川文轩在线电子商务有限公司,成都-金牛区,2年经验,大专,国企,150-500人
程序开发 JAVA,0.8-1万/月,广州市力锦电子科技有限公司,广州-南沙区,2年经验,大专,民营公司,50-150人
Java开发工程师,3.5-6千/月,沈阳吉大软件有限公司,沈阳,1年经验,本科,民营公司,50-150人
Java开发工程师,1.2-1.5万/月,北京智蓝云信科技有限公司,上海,3-4年经验,本科,民营公司,1000-5000人
Programmer/Analyst Programmer (Java),0.9-1.2万/月,欧图（东莞）企业管理咨询有限公司,东莞,3-4年经验,大专,外资（欧美）,150-500人
Java开发工程师,0.6-1万/月,四川新鸿兴集团有限公司,成都-高新区,3-4年经验,大专,民营公司,500-1000人
Java高级开发工程师,1.5-2万/月,慧穗数字科技（上海）有限公司,上海-普陀区,3-4年经验,大专,民营公司,少于50人
高级JAVA开发工程师-加急,1.3-2.5万/月,广东钛马车联网信息科技有限公司,广州-天河区,3-4年经验,大专,民营公司,50-150人
Java中级开发工程师,0.7-1.2万/月,广州智在云天文化科技有限公司,广州-海珠区,3-4年经验,大专,民营公司,150-500人
对日Java系统维护,1-1.5万/月,上海欧计斯软件有限公司,上海,2年经验,招2人,合资,50-150人
Java开发工程师-南礼士路,1.5-2万/月,北京天景隆软件科技有限公司,北京-西城区,3-4年经验,本科,民营公司,150-500人
Java开发工程师,5-7千/月,长沙三济生物科技有限公司,长沙,1年经验,本科,上市公司,150-500人
JAVA后台开发 (职位编号：7),1-2万/月,上海骑滴智能科技有限公司,上海-长宁区,2年经验,本科,民营公司,50-150人
Java高级开发工程师,1-2万/月,南京友拓信息技术有限公司,南京-雨花台区,2年经验,本科,民营公司,50-150人
Java开发工程师,10-15万/年,永艺家具股份有限公司,湖州,1年经验,大专,上市公司,1000-5000人
Java开发工程师,5-9千/月,苏迪科技,合肥,1年经验,本科,民营公司,150-500人
日语java开发工程师,0.8-1.2万/月,华厦外包服务（大连）股份有限公司金融外包分公司,大连-高新园区,3-4年经验,大专,民营公司,150-500人
JAVA语言高级软件工程师,1.5-2万/月,上海春秋国际旅行社（集团）有限公司,上海-长宁区,3-4年经验,本科,民营公司,1000-5000人
Java开发工程师,1-1.5万/月,江苏远古信息技术有限公司,南京-玄武区,3-4年经验,本科,民营公司,50-150人
Java高级开发工程师,1.5-3万/月,通教信息技术（上海）有限公司,上海,5-7年经验,本科,民营公司,少于50人
JAVA软件开发助理工程师,4-8千/月,浙江昱能科技有限公司,嘉兴,无工作经验,本科,合资,50-150人
软件研发工程师（Java开发方向）,1-1.5万/月,中国司法大数据研究院有限公司,北京-石景山区,2年经验,本科,国企,50-150人
Java软件架构师,1-3万/月,杭州爱讯科技有限公司,杭州-西湖区,无工作经验,招5人,民营公司,少于50人
Java中级开发工程师,0.6-1万/月,重庆替比网络科技有限公司,重庆,2年经验,大专,民营公司,少于50人
Java开发工程师,0.6-1.2万/月,浙江大学德清先进技术与产业研究院,湖州,2年经验,本科,事业单位,150-500人
Java开发工程师,1-1.5万/月,广州市康诚信息科技有限公司,广州,3-4年经验,本科,民营公司,50-150人
Java开发工程师(司法产品组),0.5-1万/月,广东恒电信息科技股份有限公司,广州-天河区,1年经验,大专,民营公司,50-150人
Java开发工程师(xc),1-2万/月,通号通信信息集团有限公司,北京-丰台区,3-4年经验,本科,国企,500-1000人
Java中级开发工程师,0.8-1万/月,宁夏三才信息科技有限公司,银川,3-4年经验,大专,民营公司,少于50人
Java技术开发工程师,0.8-1.5万/月,杭州满力网络科技有限公司,杭州-萧山区,3-4年经验,本科,民营公司,50-150人
Java开发工程师,1-1.5万/月,浙江国自机器人技术有限公司,杭州-富阳区,3-4年经验,本科,民营公司,500-1000人
Java高级开发工程师,0.6-1.5万/月,重庆大司空信息科技有限公司,重庆-渝北区,3-4年经验,招1人,民营公司,50-150人
Java开发工程师,0.8-1万/月,浙江易允科技有限公司温州分公司,温州,无工作经验,招1人,民营公司,少于50人
Java开发工程师,0.6-1万/月,因格（北京）智能技术有限公司,北京-大兴区,2年经验,本科,民营公司,50-150人
Java架构师,1.5-2万/月,杭州铭先互联科技有限公司,杭州-西湖区,3-4年经验,大专,民营公司,50-150人
Java架构师,1.5-3万/月,重庆睿景信息技术有限公司,重庆-九龙坡区,5-7年经验,硕士,民营公司,150-500人
Java软件开发工程师,6-8千/月,卡凡（上海）信息技术有限公司,无锡,2年经验,大专,民营公司,50-150人
JAVA中级工程师,7-8千/月,西安北科维拓科技有限公司,西安,3-4年经验,本科,国企,50-150人
Java开发工程师,0.8-1.2万/月,江苏世轩科技股份有限公司,常州,3-4年经验,本科,民营公司,150-500人
Java后端开发工程师,5-9千/月,青岛英力医疗设备有限公司,青岛-城阳区,无工作经验,招2人,民营公司,150-500人
Java开发工程师,0.6-1.3万/月,南京可康户外用品有限责任公司,南京,无工作经验,本科,民营公司,150-500人
Java高级开发工程师,0.6-1万/月,深圳市茂雄实业有限公司,深圳-龙岗区,5-7年经验,本科,民营公司,500-1000人
Java中级开发工程师,1-2万/月,亚信科技（成都）有限公司,福州-鼓楼区,3-4年经验,本科,民营公司,1000-5000人
Java开发工程师,1-1.2万/月,苏州工业园区凌志软件股份有限公司,长沙-岳麓区,3-4年经验,本科,民营公司,1000-5000人
高级Java开发工程师,1.3-1.8万/月,广州易方信息科技股份有限公司,广州-番禺区,无工作经验,招2人,上市公司,150-500人
Java软件架构师,0.8-1.5万/月,贵州芯长征科技有限公司,南京-江宁区,无工作经验,招5人,民营公司,少于50人
Java高级开发工程师,1-1.5万/月,广州微盾科技股份有限公司,广州-番禺区,3-4年经验,本科,民营公司,50-150人
Java开发经理,1.5-2.5万/月,上海上业信息科技股份有限公司,上海-闵行区,无工作经验,招2人,民营公司,150-500人
JAVA开发工程师,6-8千/月,阿尼信息技术股份有限公司,南京-秦淮区,2年经验,大专,民营公司,50-150人
Java高级开发工程师,0.8-1.2万/月,新普互联（北京）科技有限公司,长沙-岳麓区,2年经验,本科,民营公司,50-150人
JAVA软件工程师,6-8千/月,广州道方信息技术有限公司,广州-天河区,1年经验,大专,民营公司,少于50人
Java高级开发工程师,1.5-2万/月,湖南卡罗德音乐集团有限公司,长沙-天心区,5-7年经验,本科,民营公司,150-500人
Java高级开发工程师,15-20万/年,玄谷信息技术南京股份有限公司,南京-雨花台区,3-4年经验,本科,民营公司,少于50人
JAVA工程师(WEB后端),0.6-1.5万/月,武汉中软通科技有限公司,武汉-江夏区,2年经验,本科,民营公司,50-150人
Java开发工程师,1.5-2万/月,深圳雁联数据科技有限公司,珠海-香洲区,3-4年经验,大专,民营公司,50-150人
Java B/S架构软件工程师 (职位编号：3),6-8千/月,成都诚骏科技有限公司,成都-龙泉驿区,1年经验,本科,民营公司,50-150人
Java开发工程师,5-9千/月,江苏百帝科技有限公司,盐城,3-4年经验,大专,民营公司,150-500人
Java高级开发工程师,10-15万/年,珠海爱浦京软件股份有限公司,珠海,5-7年经验,本科,外资（非欧美）,150-500人
Java开发工程师,4-8千/月,广州名能节能科技有限公司,广州-番禺区,2年经验,本科,民营公司,50-150人
Java开发工程师,1-1.8万/月,杭州坦帕医疗科技有限公司,杭州,无工作经验,招1人,民营公司,150-500人
Java开发工程师,0.8-1.6万/月,杭州联众医疗科技股份有限公司,杭州,无工作经验,招1人,上市公司,150-500人
Java高级开发工程师,1-2万/月,北京英创思信息技术有限公司,珠海-香洲区,5-7年经验,本科,民营公司,50-150人
Java开发,1.8-2.5万/月,特维轮智车慧达科技（杭州）有限公司,杭州-西湖区,5-7年经验,本科,上市公司,500-1000人
java软件工程师（ERP系统）,0.7-2万/月,深圳市泛海三江电子股份有限公司,深圳-南山区,5-7年经验,本科,民营公司,1000-5000人
Java高级开发工程师,2.5-3万/月,北京谊安医疗系统股份有限公司,北京-丰台区,8-9年经验,本科,民营公司,500-1000人
Java开发工程师,1.5-2万/月,方正信息产业集团,北京-海淀区,3-4年经验,本科,国企,500-1000人
Java软件测试,0.8-1万/月,寰宇优才教育科技（北京）有限公司,北京-顺义区,无工作经验,大专,民营公司,150-500人
JAVA工程师,6-8千/月,沈阳国际软件园产业发展有限公司,沈阳-浑南区,1年经验,大专,民营公司,500-1000人
Java开发工程师,1.2-1.8万/月,易智瑞（中国）信息技术有限公司武汉分公司,武汉-武昌区,3-4年经验,本科,外资（非欧美）,少于50人
Java高级开发工程师,20-50万/年,泽易控股（广州）有限公司,广州-番禺区,5-7年经验,本科,民营公司,50-150人
Java开发经理,1.5-2万/月,上海塔罗信息技术有限公司,上海-闵行区,5-7年经验,本科,民营公司,50-150人
Java开发工程师,4.5-8千/月,郑州启科计算机技术有限公司,郑州-高新区,1年经验,大专,民营公司,少于50人
JAVA软件开发工程师,3-4.5千/月,昆明中玺科技有限公司,昆明-五华区,1年经验,大专,民营公司,少于50人
Java高级开发工程师,1.5-2万/月,Game Hollywood--游莱互动,广州-海珠区,5-7年经验,本科,民营公司,500-1000人
Java开发工程师,0.8-1万/月,北京爱朗格瑞科技有限公司,南京-江宁区,3-4年经验,大专,民营公司,500-1000人
Java开发工程师,0.9-1.4万/月,Ameya Holding Limited,上海-闵行区,2年经验,大专,外资（非欧美）,50-150人
"JAVA,C++软件开发,研发工程师（应届优先）",3-5千/月,南京阳途信息科技有限公司,南京-秦淮区,无工作经验,招3人,民营公司,少于50人
Java中级开发工程师,0.6-1万/月,湖南数朗实业有限公司,株洲,2年经验,大专,民营公司,50-150人
JAVA开发(J10137),1.5-2.5万/月,蜀海（北京）供应链管理有限责任公司,北京-房山区,5-7年经验,本科,民营公司,1000-5000人
Java高级开发工程师,0.8-1.5万/月,西安多普多信息科技有限公司,西安-碑林区,3-4年经验,本科,民营公司,少于50人
Java开发工程师,6-8千/月,江苏常发农业装备股份有限公司,常州,2年经验,本科,民营公司,1000-5000人
Java高级开发工程师,1-1.5万/月,苏州卓森网络科技有限公司,苏州-工业园区,3-4年经验,大专,创业公司,少于50人
java开发工程师,1.5-3万/月,富力地产集团,广州,3-4年经验,本科,民营公司,500-1000人
Java开发工程师,0.8-3万/月,云南云岭工程造价咨询有限公司,昆明-盘龙区,3-4年经验,本科,民营公司,150-500人
Java中级工程师,7-8千/月,大连同达企业管理有限公司,大连,3-4年经验,大专,民营公司,10000人以上
高级java开发工程师（偏底层）,2-3万/月,广州银行信用卡中心,广州,5-7年经验,本科,国企,1000-5000人
JAVA 开发工程师,0.8-1万/月,上海丰赐信息科技有限公司,上海-静安区,1年经验,本科,民营公司,50-150人
Java开发工程师,0.8-1.4万/月,北京数行天地科技有限公司,北京-朝阳区,1年经验,本科,民营公司,50-150人
java开发工程师（浦东）,1-1.5万/月,福建创昱达信息技术有限公司,上海-浦东新区,2年经验,大专,民营公司,500-1000人
Java中级开发工程师,0.8-1万/月,福州卓立信息科技有限公司,福州-鼓楼区,2年经验,大专,民营公司,50-150人
Java高级开发工程师,10-15万/年,成都华泰燃气设备有限公司,成都-高新区,3-4年经验,本科,民营公司,150-500人
Java开发工程师,0.6-1万/月,江苏金智教育信息股份有限公司,济南,3-4年经验,大专,民营公司,1000-5000人
Java高级开发工程师,1.5-2万/月,上海雷龙信息科技有限公司,南京-浦口区,无工作经验,招若干人,民营公司,50-150人
java软件工程师,0.8-1.5万/月,湖南琴海数码股份有限公司,长沙-芙蓉区,无工作经验,大专,民营公司,150-500人
JAVA高级软件工程师,15-20万/年,中翰盛泰生物技术股份有限公司,杭州,3-4年经验,本科,民营公司,150-500人
JAVA产品经理,0.8-2万/月,安徽科讯金服科技有限公司,合肥-高新区,3-4年经验,本科,民营公司,150-500人
Java开发工程师,6-8千/月,安徽象形信息科技有限公司,合肥-高新区,1年经验,大专,民营公司,50-150人
Java中级开发工程师,0.8-1万/月,耀安科技有限公司,合肥-高新区,2年经验,招2人,民营公司,150-500人
Java高级开发工程师,0.8-1万/月,海南信天源科技开发有限公司,海口,5-7年经验,本科,民营公司,50-150人
Java开发工程师,0.8-1.5万/月,无锡京梁智慧城市科技有限公司,无锡-梁溪区,3-4年经验,本科,民营公司,少于50人
java全栈开发工程师,1-1.5万/月,湖南高至科技有限公司,长沙,5-7年经验,本科,民营公司,150-500人
JAVA工程师 (职位编号：004),5-8千/月,广西大数据产业发展有限公司,南宁,3-4年经验,本科,国企,50-150人
Java后端高级工程师,1-2.5万/月,中材高新成都能源技术有限公司,成都-新津县,5-7年经验,本科,国企,50-150人
Java开发工程师,0.6-1.2万/月,烽火祥云网络科技有限公司,南京-建邺区,1年经验,本科,国企,50-150人
Java开发工程师,6-9千/月,青岛创恒信网络技术有限公司,青岛-市南区,1年经验,大专,民营公司,50-150人
JAVA桌面应用开发工程师,13-20万/年,中船重工（武汉）凌久电子有限责任公司,武汉-洪山区,3-4年经验,本科,国企,150-500人
Java高级工程师,1-2万/月,厦门银江智慧城市技术股份有限公司,厦门,5-7年经验,本科,民营公司,50-150人
Java开发工程师,1.2-1.6万/月,北京丰韵日泰科技有限公司,北京-海淀区,无工作经验,本科,民营公司,50-150人
高级Java开发工程师,1.5-2万/月,江苏省精创电气股份有限公司,深圳-宝安区,3-4年经验,本科,民营公司,500-1000人
Java开发工程师,1-1.5万/月,广州迪柯尼服饰股份有限公司,广州-天河区,2年经验,大专,民营公司,500-1000人
java开发工程师（北京）,0.8-1.5万/月,远光软件股份有限公司北京分公司,北京,3-4年经验,本科,民营公司,1000-5000人
Java高级开发工程师,1.5-2.2万/月,长沙金达创意文化产业发展有限公司,长沙-岳麓区,5-7年经验,本科,民营公司,50-150人
Java开发工程师,1-1.5万/月,西安华炎信息科技有限公司,深圳-南山区,3-4年经验,大专,民营公司,150-500人
Java开发工程师,1-1.5万/月,南京优倍自动化系统有限公司,南京-江宁区,3-4年经验,本科,民营公司,150-500人
Java中级开发工程师,15-18万/年,浙江兰德纵横网络技术股份有限公司,广州-天河区,3-4年经验,本科,上市公司,500-1000人
JAVA高级开发工程师,0.6-1.2万/月,南方黑芝麻集团股份有限公司,南宁,3-4年经验,大专,民营公司,500-1000人
Java高级开发工程师,2-2.5万/月,浙江山峪科技股份有限公司,杭州-西湖区,2年经验,本科,上市公司,500-1000人
高级Java开发工程师,1.5-2万/月,上海中�娜谧首饬抻邢薰�司,上海-宝山区,无工作经验,招若干人,民营公司,1000-5000人
急聘java开发工程师 .net开发工程师,5-7千/月,西安恒达微波技术开发有限公司,西安,无工作经验,招1人,民营公司,150-500人
JAVA开发工程师,0.8-1.4万/月,安徽皖通科技股份有限公司,西安-高新技术产业开发区,2年经验,本科,上市公司,1000-5000人
