,position,salary,company_name,city,experience,education,welfare,company_type,company_scale,company_major,_id
4758,Java高级开发工程师,0.8-1.5万/月,辽宁聚进科技有限公司,鞍山,5-7年经验,招5人,"五险一金,补充医疗保险,交通补贴,餐饮补贴,绩效奖金,项目奖金,商业保险,满勤奖",民营公司,150-500人,电气/电力/水利,5dc8f8d35955fa04c54ba90a
4759,Java开发工程师,6-8千/月,湖南用友软件有限公司,长沙-天心区,无工作经验,大专,"五险一金,交通补贴,绩效奖金,餐饮补贴,通讯补贴,专业培训,定期体检",上市公司,10000人以上,计算机软件,5dc8f8d45955fa04c54ba90b
4760,Java高级开发工程师,2.5-3万/月,深圳市金腾科技有限公司,深圳-福田区,5-7年经验,本科,"五险一金,包住宿,做五休二,绩效奖金,节日福利,交通补贴,周末双休",民营公司,150-500人,计算机软件,5dc8f8d55955fa04c54ba90c
4761,Java程序员 或工程师,0.8-1万/月,厦门云尚互动网络科技有限公司,泉州,2年经验,大专,,民营公司,50-150人,计算机软件,5dc8f8d65955fa04c54ba90d
4762,Java开发工程师,5-7千/月,潘多拉餐饮集团,济宁,3-4年经验,高中,"五险一金,包吃,包住宿,绩效奖金,加班补贴,节日福利,弹性工作",民营公司,50-150人,计算机软件,5dc8f8d75955fa04c54ba90e
4763,Java开发工程师,0.5-1.5万/月,无锡市金沙田科技有限公司,无锡-惠山区,3-4年经验,大专,"包吃,全勤奖,节日福利,绩效奖金,加班补贴,社保",民营公司,50-150人,计算机软件,5dc8f8d85955fa04c54ba90f
4764,Java中级开发工程师,1-1.5万/月,广州市安屯尼电子科技有限公司,广州-番禺区,3-4年经验,大专,"带薪年假,住房补贴",上市公司,150-500人,餐饮业,5dc8f8d95955fa04c54ba910
4765,Java开发工程师,0.5-1万/月,广东思顿科技有限公司,中山,2年经验,大专,"绩效奖金,专业培训,员工旅游,补充医疗保险,年终奖金,生日节日福利",民营公司,5000-10000人,环保,5dc8f8db5955fa04c54ba911
4766,高薪国内java工程师,1-1.5万/月,吉本软件（上海）有限公司,上海,3-4年经验,本科,,民营公司,500-1000人,计算机软件,5dc8f8dc5955fa04c54ba912
4767,java后端研发工程师,0.8-1.5万/月,深圳曼顿科技有限公司,深圳-宝安区,3-4年经验,本科,"五险一金,员工旅游,免费班车",民营公司,150-500人,电子技术/半导体/集成电路,5dc8f8dd5955fa04c54ba913
4768,初级Java开发工程师,5-8千/月,广东省信息网络有限公司,广州,无工作经验,大专,"五险一金,专业培训,绩效奖金,年终奖金,定期体检",国企,50-150人,计算机软件,5dc8f8e05955fa04c54ba914
4769,Java开发工程师,0.8-1.2万/月,湖北贡想实业有限公司,武汉-�~口区,3-4年经验,大专,"五险一金,员工旅游,餐饮补贴,股票期权,年终奖金,绩效奖金,定期体检",民营公司,150-500人,医疗设备/器械,5dc8f8e15955fa04c54ba915
4770,Java高级开发工程师,1-1.5万/月,瑞酉诗环保（上海）有限公司,上海-闵行区,5-7年经验,大专,"做五休二,五险一金,绩效奖金,年终奖金",民营公司,50-150人,环保,5dc8f8e25955fa04c54ba916
4771,Java开发工程师 同方威视,1-1.5万/月,南京蓝士达人力资源有限公司,南京,3-4年经验,本科,"五险一金,弹性工作,出国机会,员工旅游,交通补贴,绩效奖金,年终奖金,股票期权,周末双休,带薪年假",民营公司,,专业服务(咨询、人力资源、财会),5dc8f8e35955fa04c54ba917
4772,Java开发工程师,6-8千/月,山东新北洋信息技术股份有限公司,威海,3-4年经验,本科,"五险一金,免费班车,员工旅游,专业培训,绩效奖金,年终奖金,定期体检",上市公司,1000-5000人,电子技术/半导体/集成电路,5dc8f8e45955fa04c54ba918
4773,Java资深开发工程师,0.8-1.5万/月,常州昊泽信息科技有限公司,常州-武进区,3-4年经验,本科,"五险一金,年终奖金,补充公积金,餐饮补贴,专业培训",民营公司,少于50人,计算机软件,5dc8f8e55955fa04c54ba919
4774,java后端开发中级工程师,1-1.5万/月,广东新明珠陶瓷集团有限公司,佛山-禅城区,3-4年经验,大专,"员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,定期体检,五险一金",民营公司,10000人以上,建筑/建材/工程,5dc8f8e75955fa04c54ba91a
4775,项目经理（Java开发）,1.5-2.5万/月,上海明佳企业发展（集团）有限公司,上海,3-4年经验,本科,"高温补贴,五险一金,专业培训",民营公司,150-500人,多元化业务集团公司,5dc8f8e85955fa04c54ba91b
4776,Java高级开发工程师,0.8-1.5万/月,昆山厚声电子工业有限公司,昆山,5-7年经验,大专,,外资（非欧美）,1000-5000人,电子技术/半导体/集成电路,5dc8f8e95955fa04c54ba91c
4777,高级爬虫工程师（Java）,1.5-2万/月,广州数说故事信息科技有限公司,广州-天河区,3-4年经验,本科,"五险一金,弹性工作,定期体检,年终奖金,员工旅游",民营公司,150-500人,计算机服务(系统、数据服务、维修),5dc8f8ea5955fa04c54ba91d
4778,Java开发(J10518),2-3.5万/月,心动网络,上海,5-7年经验,本科,,民营公司,1000-5000人,网络游戏,5dc8f8eb5955fa04c54ba91e
4779,Java中级工程师(客运系统业务群）,1.2-2万/月,中国铁道科学研究院电子计算技术研究所,北京-海淀区,3-4年经验,本科,"五险一金,绩效奖金,餐饮补贴,通讯补贴,补充医疗保险,年终奖金,定期体检",国企,500-1000人,计算机软件,5dc8f8ec5955fa04c54ba91f
4780,后台开发工程师（Java/Kotlin）,1.5-2万/月,江西点内人工智能科技有限公司,上海-长宁区,3-4年经验,本科,,民营公司,少于50人,计算机软件,5dc8f8ed5955fa04c54ba920
4781,Java中高级开发工程师（CFETS）,0.8-1.5万/月,安徽网新恒天软件有限公司,合肥-高新区,3-4年经验,本科,,合资,150-500人,计算机软件,5dc8f8ee5955fa04c54ba921
4782,Java开发工程师,0.9-1.5万/月,深圳市雁联技术服务有限公司,成都,无工作经验,大专,"五险一金,年终奖金,定期体检,高温补贴,电脑补贴,带薪年假,节假日福利",民营公司,500-1000人,计算机软件,5dc8f8ef5955fa04c54ba922
4783,Java开发工程师,1-1.5万/月,厦门至恒融兴信息技术有限公司,北京,无工作经验,本科,,民营公司,500-1000人,计算机软件,5dc8f8f05955fa04c54ba923
4784,Java开发工程师,0.8-1万/月,双龙软创（深圳）科技有限公司,深圳-南山区,2年经验,本科,"五险一金,员工旅游,定期体检,周末双休",民营公司,少于50人,计算机软件,5dc8f8f15955fa04c54ba924
4785,高级Java开发工程师,1.5-2.2万/月,三盟科技股份有限公司,广州-海珠区,5-7年经验,本科,"五险一金,周末双休,带薪年假,绩效奖金,节日福利,专业培训",上市公司,150-500人,计算机服务(系统、数据服务、维修),5dc8f8f35955fa04c54ba925
4786,java开发经理(CS1lyy),1-2万/月,北京东方国信科技股份有限公司,北京,3-4年经验,本科,"五险一金,年终奖金,定期体检,员工旅游,专业培训,餐饮补贴",上市公司,5000-10000人,计算机软件,5dc8f8f45955fa04c54ba926
4787,JAVA软件工程师,0.8-1.1万/月,北京银丰新融科技开发有限公司,苏州,2年经验,本科,"五险一金,补充医疗保险,员工旅游,餐饮补贴,通讯补贴,专业培训,年终奖金,定期体检",外资（欧美）,500-1000人,计算机软件,5dc8f8f55955fa04c54ba927
4788,Java开发工程师,1.2-1.8万/月,千城智联（上海）网络科技有限公司,上海-长宁区,3-4年经验,大专,"五险一金,餐饮补贴,年终奖金,全勤奖",民营公司,50-150人,计算机软件,5dc8f8f65955fa04c54ba928
4789,Java高级开发工程师,1.5-2.5万/月,深圳市法本信息技术有限公司上海分公司,杭州-滨江区,5-7年经验,本科,,民营公司,150-500人,教育/培训/院校,5dc8f8f75955fa04c54ba929
4790,Java架构师,3.5-4.5万/月,上海华腾软件系统有限公司,深圳-福田区,10年以上经验,本科,"五险一金,年终奖金,弹性工作",上市公司,5000-10000人,计算机软件,5dc8f8f85955fa04c54ba92a
4791,Java高级开发工程师,1.5-2万/月,北京慧财税智能科技有限公司,北京-海淀区,无工作经验,招1人,"周末双休,弹性工作,带薪年假,绩效奖金,节日福利,专业培训",上市公司,500-1000人,计算机软件,5dc8f8f95955fa04c54ba92b
4792,资深Java开发专家,2.7-3.2万/月,上海微创软件股份有限公司,上海,8-9年经验,本科,"五险一金,补充医疗保险,免费班车,弹性工作,定期体检,绩效奖金,年终奖金,专业培训,员工旅游,节日福利",民营公司,150-500人,互联网/电子商务,5dc8f8fa5955fa04c54ba92c
4793,Java开发工程师（双休）,0.6-1万/月,南京迈特望科技股份有限公司,北京,2年经验,大专,,合资,5000-10000人,计算机服务(系统、数据服务、维修),5dc8f8fc5955fa04c54ba92d
4794,Java高级开发工程师,2-4万/月,新浪微博,北京,3-4年经验,本科,"五险一金,补充医疗保险,餐饮补贴,通讯补贴,年终奖金,定期体检",上市公司,1000-5000人,计算机软件,5dc8f8fd5955fa04c54ba92e
4795,Java架构师,1.8-2.2万/月,东方电子支付有限公司,上海,5-7年经验,招1人,"五险一金,补充医疗保险,人才引进,人才公寓,周末双休,定期体检,交通补贴",民营公司,500-1000人,互联网/电子商务,5dc8f8fe5955fa04c54ba92f
4796,Java开发工程师,0.7-1.3万/月,上海汉得信息技术股份有限公司,厦门,1年经验,招5人,"五险一金,定期体检,补充医疗保险",国企,50-150人,互联网/电子商务,5dc8f8ff5955fa04c54ba930
4797,JAVA实习生,4.5-6千/月,广东鼎�鲈瞥�科技股份有限公司,深圳-南山区,无工作经验,本科,"五险一金,领导好",上市公司,5000-10000人,计算机软件,5dc8f9005955fa04c54ba931
4798,后端开发工程师（JAVA软件开发）,0.8-1万/月,中盛安图科技发展（北京）有限公司,北京-朝阳区,1年经验,招2人,五险一金,民营公司,少于50人,互联网/电子商务,5dc8f9015955fa04c54ba932
4799,Java,1.2-1.5万/月,深圳市优科达物业管理有限公司,深圳-龙华新区,3-4年经验,大专,"员工旅游,定期体检,年底双薪,绩效奖金,带薪年假,节日福利,团队聚餐,公司规模大,优秀员工奖",民营公司,少于50人,计算机软件,5dc8f9025955fa04c54ba933
4800,java开发工程师 (职位编号：001047),1-1.5万/月,深圳太极云软技术有限公司,深圳,2年经验,本科,,民营公司,150-500人,物业管理/商业中心,5dc8f9035955fa04c54ba934
4801,Java开发工程师（2020届校园招聘）,4-6千/月,青木数字技术股份有限公司,广州,无工作经验,本科,"五险一金,专业培训,年终奖金,定期体检,发展空间大,晋升机会多,领导好",民营公司,150-500人,计算机软件,5dc8f9045955fa04c54ba935
4802,java开发工程师,1-1.5万/月,深圳市勤迈电子有限公司,深圳-龙华新区,3-4年经验,本科,"专业培训,交通补贴,全勤奖,绩效奖金,节日福利,带薪年假,员工旅游,五险一金,年终奖金,定期体检",民营公司,500-1000人,互联网/电子商务,5dc8f9065955fa04c54ba936
4803,Java开发工程师,1-1.5万/月,苏州科达科技股份有限公司,上海-徐汇区,3-4年经验,本科,"五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金,定期体检",民营公司,50-150人,电子技术/半导体/集成电路,5dc8f9075955fa04c54ba937
4804,Java开发工程师,0.6-1.1万/月,惠州市三惠汽车有限公司,惠州,2年经验,大专,"五险一金,包吃,包住宿,包三餐,绩效奖金,节日福利,通讯补贴,餐饮补贴",上市公司,1000-5000人,通信/电信/网络设备,5dc8f9085955fa04c54ba938
4805,Java高级开发工程师,1-1.5万/月,深圳市快飞客物流有限公司,深圳-南山区,3-4年经验,大专,"五险一金,周末双休,假期福利",民营公司,500-1000人,汽车及零配件,5dc8f9095955fa04c54ba939
4806,JAVA开发实习生,2-4千/月,无锡度创信息技术服务有限公司,无锡-无锡新区,无工作经验,大专,"弹性工作,带薪年假,做五休二,全勤奖,节日福利,专业培训,加班补贴",外资（非欧美）,150-500人,交通/运输/物流,5dc8f90a5955fa04c54ba93a
4807,Java开发工程师,1-1.5万/月,长沙市校管家教育科技有限公司,长沙-岳麓区,3-4年经验,本科,"六险一金,餐饮补贴,住房补贴,绩效奖金,周末双休,年终奖金,员工旅游,定期体检,弹性工作",合资,50-150人,互联网/电子商务,5dc8f90b5955fa04c54ba93b
4808,Java高级开发工程师,1.5-2万/月,便利码头信息科技有限公司,北京-大兴区,无工作经验,招3人,,民营公司,150-500人,计算机软件,5dc8f90c5955fa04c54ba93c
4809,Java中级开发工程师,0.8-1.2万/月,四川南格尔生物科技有限公司,成都-高新区,无工作经验,招2人,五险一金,民营公司,150-500人,快速消费品(食品、饮料、化妆品),5dc8f90d5955fa04c54ba93d
4810,Java开发工程师,0.8-1.2万/月,江苏世轩科技股份有限公司,常州,3-4年经验,本科,"五险一金,弹性工作,交通补贴,餐饮补贴,通讯补贴",民营公司,500-1000人,制药/生物工程,5dc8f90e5955fa04c54ba93e
4811,Java开发工程师,0.8-1.5万/月,广州华采云网络信息有限公司,广州-天河区,2年经验,本科,"五险一金,定期体检,餐饮补贴,绩效奖金,员工旅游,周末双休,法定节假日",民营公司,150-500人,计算机软件,5dc8f90f5955fa04c54ba93f
4812,Java开发工程师（后台开发）,1.5-3万/月,海能达通信股份有限公司,深圳-南山区,3-4年经验,本科,"五险一金,免费班车,员工旅游,通讯补贴,专业培训,年终奖金,股票期权",民营公司,50-150人,互联网/电子商务,5dc8f9105955fa04c54ba940
4813,海外项目java开发工程师（北京）,1.5-2万/月,北京沐融信息科技股份有限公司,北京,3-4年经验,本科,"五险一金,补充医疗保险,员工旅游,交通补贴,通讯补贴,年终奖金,股票期权,弹性工作,定期体检,笔记本补助",民营公司,5000-10000人,通信/电信/网络设备,5dc8f9125955fa04c54ba941
4814,Java高级开发工程师,0.9-1.5万/月,爱启（上海）企业发展有限公司,上海-静安区,3-4年经验,本科,"创业公司,五险一金,弹性工作,带薪年假,做五休二,15薪",民营公司,150-500人,互联网/电子商务,5dc8f9135955fa04c54ba942
4815,高级软件开发工程师_java方向,1-1.5万/月,东莞怡合达自动化股份有限公司,东莞-虎门镇,3-4年经验,本科,"五险一金,年终奖金,专业培训",民营公司,少于50人,互联网/电子商务,5dc8f9145955fa04c54ba943
4816,Java开发工程师,1.5-1.7万/月,北京万华恒信信息技术有限公司,北京-朝阳区,3-4年经验,大专,"五险一金,补充医疗保险,员工旅游,交通补贴,绩效奖金,年终奖金,定期体检",民营公司,1000-5000人,机械/设备/重工,5dc8f9155955fa04c54ba944
4817,Java开发工程师,6-8千/月,山东新北洋信息技术股份有限公司,威海,3-4年经验,本科,"五险一金,免费班车,员工旅游,专业培训,绩效奖金,年终奖金,定期体检",上市公司,1000-5000人,电子技术/半导体/集成电路,5dc8f9185955fa04c54ba945
4818,Java资深开发工程师,0.8-1.5万/月,常州昊泽信息科技有限公司,常州-武进区,3-4年经验,本科,"五险一金,年终奖金,补充公积金,餐饮补贴,专业培训",民营公司,少于50人,计算机软件,5dc8f9195955fa04c54ba946
4819,java后端开发中级工程师,1-1.5万/月,广东新明珠陶瓷集团有限公司,佛山-禅城区,3-4年经验,大专,"员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,定期体检,五险一金",民营公司,10000人以上,建筑/建材/工程,5dc8f91b5955fa04c54ba947
4820,项目经理（Java开发）,1.5-2.5万/月,上海明佳企业发展（集团）有限公司,上海,3-4年经验,本科,"高温补贴,五险一金,专业培训",民营公司,150-500人,多元化业务集团公司,5dc8f91c5955fa04c54ba948
4821,Java高级开发工程师,0.8-1.5万/月,昆山厚声电子工业有限公司,昆山,5-7年经验,大专,,外资（非欧美）,1000-5000人,电子技术/半导体/集成电路,5dc8f91d5955fa04c54ba949
4822,高级爬虫工程师（Java）,1.5-2万/月,广州数说故事信息科技有限公司,广州-天河区,3-4年经验,本科,"五险一金,弹性工作,定期体检,年终奖金,员工旅游",民营公司,150-500人,计算机服务(系统、数据服务、维修),5dc8f91e5955fa04c54ba94a
4823,Java开发(J10518),2-3.5万/月,心动网络,上海,5-7年经验,本科,,民营公司,1000-5000人,网络游戏,5dc8f91f5955fa04c54ba94b
4824,Java中级工程师(客运系统业务群）,1.2-2万/月,中国铁道科学研究院电子计算技术研究所,北京-海淀区,3-4年经验,本科,"五险一金,绩效奖金,餐饮补贴,通讯补贴,补充医疗保险,年终奖金,定期体检",国企,500-1000人,计算机软件,5dc8f9205955fa04c54ba94c
4825,后台开发工程师（Java/Kotlin）,1.5-2万/月,江西点内人工智能科技有限公司,上海-长宁区,3-4年经验,本科,,民营公司,少于50人,计算机软件,5dc8f9215955fa04c54ba94d
4826,Java中高级开发工程师（CFETS）,0.8-1.5万/月,安徽网新恒天软件有限公司,合肥-高新区,3-4年经验,本科,,合资,150-500人,计算机软件,5dc8f9225955fa04c54ba94e
4827,Java开发工程师,0.9-1.5万/月,深圳市雁联技术服务有限公司,成都,无工作经验,大专,"五险一金,年终奖金,定期体检,高温补贴,电脑补贴,带薪年假,节假日福利",民营公司,500-1000人,计算机软件,5dc8f9235955fa04c54ba94f
4828,Java开发工程师,1-1.5万/月,厦门至恒融兴信息技术有限公司,北京,无工作经验,本科,,民营公司,500-1000人,计算机软件,5dc8f9245955fa04c54ba950
4829,Java开发工程师,0.8-1万/月,双龙软创（深圳）科技有限公司,深圳-南山区,2年经验,本科,"五险一金,员工旅游,定期体检,周末双休",民营公司,少于50人,计算机软件,5dc8f9255955fa04c54ba951
4830,高级Java开发工程师,1.5-2.2万/月,三盟科技股份有限公司,广州-海珠区,5-7年经验,本科,"五险一金,周末双休,带薪年假,绩效奖金,节日福利,专业培训",上市公司,150-500人,计算机服务(系统、数据服务、维修),5dc8f9275955fa04c54ba952
4831,java开发经理(CS1lyy),1-2万/月,北京东方国信科技股份有限公司,北京,3-4年经验,本科,"五险一金,年终奖金,定期体检,员工旅游,专业培训,餐饮补贴",上市公司,5000-10000人,计算机软件,5dc8f9285955fa04c54ba953
4832,JAVA软件工程师,0.8-1.1万/月,北京银丰新融科技开发有限公司,苏州,2年经验,本科,"五险一金,补充医疗保险,员工旅游,餐饮补贴,通讯补贴,专业培训,年终奖金,定期体检",外资（欧美）,500-1000人,计算机软件,5dc8f9295955fa04c54ba954
4833,Java开发工程师,1.2-1.8万/月,千城智联（上海）网络科技有限公司,上海-长宁区,3-4年经验,大专,"五险一金,餐饮补贴,年终奖金,全勤奖",民营公司,50-150人,计算机软件,5dc8f92a5955fa04c54ba955
4834,Java高级开发工程师,1.5-2.5万/月,深圳市法本信息技术有限公司上海分公司,杭州-滨江区,5-7年经验,本科,,民营公司,150-500人,教育/培训/院校,5dc8f92b5955fa04c54ba956
4835,Java架构师,3.5-4.5万/月,上海华腾软件系统有限公司,深圳-福田区,10年以上经验,本科,"五险一金,年终奖金,弹性工作",上市公司,5000-10000人,计算机软件,5dc8f92c5955fa04c54ba957
4836,Java高级开发工程师,1.5-2万/月,北京慧财税智能科技有限公司,北京-海淀区,无工作经验,招1人,"周末双休,弹性工作,带薪年假,绩效奖金,节日福利,专业培训",上市公司,500-1000人,计算机软件,5dc8f92d5955fa04c54ba958
4837,资深Java开发专家,2.7-3.2万/月,上海微创软件股份有限公司,上海,8-9年经验,本科,"五险一金,补充医疗保险,免费班车,弹性工作,定期体检,绩效奖金,年终奖金,专业培训,员工旅游,节日福利",民营公司,150-500人,互联网/电子商务,5dc8f92f5955fa04c54ba959
4838,Java开发工程师（双休）,0.6-1万/月,南京迈特望科技股份有限公司,北京,2年经验,大专,,合资,5000-10000人,计算机服务(系统、数据服务、维修),5dc8f9305955fa04c54ba95a
4839,Java高级开发工程师,2-4万/月,新浪微博,北京,3-4年经验,本科,"五险一金,补充医疗保险,餐饮补贴,通讯补贴,年终奖金,定期体检",上市公司,1000-5000人,计算机软件,5dc8f9315955fa04c54ba95b
4840,Java架构师,1.8-2.2万/月,东方电子支付有限公司,上海,5-7年经验,招1人,"五险一金,补充医疗保险,人才引进,人才公寓,周末双休,定期体检,交通补贴",民营公司,500-1000人,互联网/电子商务,5dc8f9325955fa04c54ba95c
4841,Java开发工程师,0.7-1.3万/月,上海汉得信息技术股份有限公司,厦门,1年经验,招5人,"五险一金,定期体检,补充医疗保险",国企,50-150人,互联网/电子商务,5dc8f9335955fa04c54ba95d
4842,JAVA实习生,4.5-6千/月,广东鼎�鲈瞥�科技股份有限公司,深圳-南山区,无工作经验,本科,"五险一金,领导好",上市公司,5000-10000人,计算机软件,5dc8f9345955fa04c54ba95e
4843,后端开发工程师（JAVA软件开发）,0.8-1万/月,中盛安图科技发展（北京）有限公司,北京-朝阳区,1年经验,招2人,五险一金,民营公司,少于50人,互联网/电子商务,5dc8f9355955fa04c54ba95f
4844,Java,1.2-1.5万/月,深圳市优科达物业管理有限公司,深圳-龙华新区,3-4年经验,大专,"员工旅游,定期体检,年底双薪,绩效奖金,带薪年假,节日福利,团队聚餐,公司规模大,优秀员工奖",民营公司,少于50人,计算机软件,5dc8f9365955fa04c54ba960
4845,java开发工程师 (职位编号：001047),1-1.5万/月,深圳太极云软技术有限公司,深圳,2年经验,本科,,民营公司,150-500人,物业管理/商业中心,5dc8f9375955fa04c54ba961
4846,Java开发工程师（2020届校园招聘）,4-6千/月,青木数字技术股份有限公司,广州,无工作经验,本科,"五险一金,专业培训,年终奖金,定期体检,发展空间大,晋升机会多,领导好",民营公司,150-500人,计算机软件,5dc8f9385955fa04c54ba962
4847,java开发工程师,1-1.5万/月,深圳市勤迈电子有限公司,深圳-龙华新区,3-4年经验,本科,"专业培训,交通补贴,全勤奖,绩效奖金,节日福利,带薪年假,员工旅游,五险一金,年终奖金,定期体检",民营公司,500-1000人,互联网/电子商务,5dc8f93a5955fa04c54ba963
4848,Java开发工程师,1-1.5万/月,苏州科达科技股份有限公司,上海-徐汇区,3-4年经验,本科,"五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金,定期体检",民营公司,50-150人,电子技术/半导体/集成电路,5dc8f93b5955fa04c54ba964
4849,Java开发工程师,0.6-1.1万/月,惠州市三惠汽车有限公司,惠州,2年经验,大专,"五险一金,包吃,包住宿,包三餐,绩效奖金,节日福利,通讯补贴,餐饮补贴",上市公司,1000-5000人,通信/电信/网络设备,5dc8f93c5955fa04c54ba965
4850,Java高级开发工程师,1-1.5万/月,深圳市快飞客物流有限公司,深圳-南山区,3-4年经验,大专,"五险一金,周末双休,假期福利",民营公司,500-1000人,汽车及零配件,5dc8f93d5955fa04c54ba966
4851,JAVA开发实习生,2-4千/月,无锡度创信息技术服务有限公司,无锡-无锡新区,无工作经验,大专,"弹性工作,带薪年假,做五休二,全勤奖,节日福利,专业培训,加班补贴",外资（非欧美）,150-500人,交通/运输/物流,5dc8f93e5955fa04c54ba967
4852,Java开发工程师,1-1.5万/月,长沙市校管家教育科技有限公司,长沙-岳麓区,3-4年经验,本科,"六险一金,餐饮补贴,住房补贴,绩效奖金,周末双休,年终奖金,员工旅游,定期体检,弹性工作",合资,50-150人,互联网/电子商务,5dc8f93f5955fa04c54ba968
4853,Java高级开发工程师,1.5-2万/月,便利码头信息科技有限公司,北京-大兴区,无工作经验,招3人,,民营公司,150-500人,计算机软件,5dc8f9405955fa04c54ba969
4854,Java中级开发工程师,0.8-1.2万/月,四川南格尔生物科技有限公司,成都-高新区,无工作经验,招2人,五险一金,民营公司,150-500人,快速消费品(食品、饮料、化妆品),5dc8f9415955fa04c54ba96a
4855,Java开发工程师,0.8-1.2万/月,江苏世轩科技股份有限公司,常州,3-4年经验,本科,"五险一金,弹性工作,交通补贴,餐饮补贴,通讯补贴",民营公司,500-1000人,制药/生物工程,5dc8f9425955fa04c54ba96b
4856,Java开发工程师,0.8-1.5万/月,广州华采云网络信息有限公司,广州-天河区,2年经验,本科,"五险一金,定期体检,餐饮补贴,绩效奖金,员工旅游,周末双休,法定节假日",民营公司,150-500人,计算机软件,5dc8f9435955fa04c54ba96c
4857,Java开发工程师（后台开发）,1.5-3万/月,海能达通信股份有限公司,深圳-南山区,3-4年经验,本科,"五险一金,免费班车,员工旅游,通讯补贴,专业培训,年终奖金,股票期权",民营公司,50-150人,互联网/电子商务,5dc8f9445955fa04c54ba96d
4858,海外项目java开发工程师（北京）,1.5-2万/月,北京沐融信息科技股份有限公司,北京,3-4年经验,本科,"五险一金,补充医疗保险,员工旅游,交通补贴,通讯补贴,年终奖金,股票期权,弹性工作,定期体检,笔记本补助",民营公司,5000-10000人,通信/电信/网络设备,5dc8f9465955fa04c54ba96e
4859,Java高级开发工程师,0.9-1.5万/月,爱启（上海）企业发展有限公司,上海-静安区,3-4年经验,本科,"创业公司,五险一金,弹性工作,带薪年假,做五休二,15薪",民营公司,150-500人,互联网/电子商务,5dc8f9475955fa04c54ba96f
4860,高级软件开发工程师_java方向,1-1.5万/月,东莞怡合达自动化股份有限公司,东莞-虎门镇,3-4年经验,本科,"五险一金,年终奖金,专业培训",民营公司,少于50人,互联网/电子商务,5dc8f9485955fa04c54ba970
4861,Java开发工程师,1.5-1.7万/月,北京万华恒信信息技术有限公司,北京-朝阳区,3-4年经验,大专,"五险一金,补充医疗保险,员工旅游,交通补贴,绩效奖金,年终奖金,定期体检",民营公司,1000-5000人,机械/设备/重工,5dc8f9495955fa04c54ba971
4862,高级Java开发工程师,1.5-2.5万/月,广东三维家信息科技有限公司,广州-天河区,5-7年经验,本科,"免费班车,员工旅游,餐饮补贴,专业培训,绩效奖金,年终奖金,定期体检,节日福利,六险一金",民营公司,150-500人,计算机软件,5dc8f94a5955fa04c54ba972
4863,Java开发工程师（互联网）,0.9-1.5万/月,广州天源信息科技股份有限公司,广州,3-4年经验,本科,"五险一金,定期体检,弹性工作,员工旅游,年终奖金,绩效奖金",民营公司,500-1000人,计算机软件,5dc8f94c5955fa04c54ba973
4864,Java后台开发工程师,0.8-1.2万/月,重庆与展微电子有限公司,重庆-沙坪坝区,无工作经验,招1人,"五险一金,交通补贴,餐饮补贴,加班餐补,加班调休",民营公司,50-150人,计算机软件,5dc8f94d5955fa04c54ba974
4865,中级Java开发工程师,1-1.5万/月,广东利通科技投资有限公司,广州-天河区,5-7年经验,本科,"补充医疗保险,五险一金,交通补贴,弹性工作,绩效奖金,定期体检,免费班车,专业培训,带薪年假,通讯补贴",民营公司,50-150人,互联网/电子商务,5dc8f94e5955fa04c54ba975
4866,JAVA开发工程师-合肥,0.6-1.2万/月,中电福富信息科技有限公司,合肥-瑶海区,2年经验,本科,"五险一金,餐饮补贴,定期体检,年终奖金",国企,500-1000人,计算机软件,5dc8f9515955fa04c54ba976
4867,Java 高级工程师 (职位编号：000653),1-2万/月,紫光股份有限公司,天津-滨海新区,3-4年经验,本科,"五险一金,定期体检,餐补",国企,10000人以上,多元化业务集团公司,5dc8f9535955fa04c54ba977
4868,Java中级开发工程师,1.2-1.5万/月,北京合力亿捷科技股份有限公司,上海-虹口区,2年经验,本科,"五险一金,补充医疗保险,交通补贴,通讯补贴,绩效奖金,定期体检,带薪年假,节日福利",民营公司,500-1000人,通信/电信/网络设备,5dc8f9545955fa04c54ba978
4869,高级Java开发工程师（西安）,1.2-2.5万/月,深圳微品致远信息科技有限公司,西安,5-7年经验,本科,"五险一金,绩效奖金,专业培训,年终奖金,弹性工作",民营公司,150-500人,互联网/电子商务,5dc8f9555955fa04c54ba979
4870,Java开发工程师,0.7-1.2万/月,深圳市鹰硕技术有限公司,大连-高新园区,3-4年经验,本科,"五险一金,节日福利,全勤奖,带薪年假,积分奖励",民营公司,,计算机软件,5dc8f9565955fa04c54ba97a
4871,Java高级开发工程师,1-1.5万/月,南京欣网互联网络科技有限公司,南京-建邺区,3-4年经验,大专,"五险一金,交通补贴,餐饮补贴,弹性工作,年终奖金",民营公司,1000-5000人,通信/电信运营、增值服务,5dc8f9575955fa04c54ba97b
4872,Java开发工程师,0.8-1.5万/月,杭州宝湖网络科技有限公司,杭州-下城区,1年经验,大专,"五险一金,绩效奖金,年终奖金,股票期权,定期体检,员工旅游,周末双休",民营公司,少于50人,互联网/电子商务,5dc8f9585955fa04c54ba97c
